index,source,edge,target,edge-comments
20,vaccine debate,was revived about,vaccine safety,
628,vaccine delay,can have major negative impact on,public health,
983,vaccine delivery,research needs to focus on making easier especially in,developing countries,says Dr. Mark Schleiss
418,vaccine efficacy,was lower for,women previously exposed to HPV,
1076,vaccine fear,in recent years has led to,number of outbreaks,in United States
32,Vaccine Free Family Day Care,is group,anti-vaccination,"in Dromana, Victoria, Australia"
94,vaccine mandates,would probably reinforce the,anti-vaccination,
93,vaccine mandates,would probably,backfire,
92,vaccine mandates,are,strong-arm tactics,
133,vaccine message,spread at,community events,
131,vaccine message,spread by speaking directly to,neighbors,
132,vaccine message,spread at,schools,
130,vaccine message,spread on,social media,
1119,vaccine opponents,are from,California Coalition for Health Choice,
389,vaccine potency,fell below pre-specified limit prior to expiration of,2014-2015 FLULAVAL QUADRIVALENT flu vaccine,
857,vaccination rates,are issues of,community,
856,vaccination rates,are not just problems of,states,
848,vaccine refusal,attributed to,personal religious beliefs,among subgroup of church members
627,vaccine refusal,can have major negative impact on,public health,
849,vaccine refusal,attributed to personal religious beliefs among,subgroup of church members,
111,vaccine refusal,rates increase when,doctors,do not stand strongly behind vaccines
427,vaccine-autism link,it seems silly that this is still,argument,MMR
489,vaccinated high-risk children,are less likely to be diagnosed with autism than,unvaccinated high-risk children,indicated findings of Jain study
61,Victorian government,requires,vaccinated children,
924,vaccine-autism link,does not,exist,MMR
989,autism,age of onset does not differ between,vaccinated children and unvaccinated children,says Dr. Bryan King
990,autism,severity does not differ between,vaccinated children and unvaccinated children,says Dr. Bryan King
618,vaccine-autism link,even in children at higher risk for autism,no evidence,MMR
345,vaccine-autism link,roots of theory in,Wakefield study,MMR
102,vaccine-autism link,usually stems from,Wakefield study,fraudulent and retracted 1998 Lancet study
38,vaccine-free day care centres,have been described as potentially catastrophic by,Early Childhood Australia,
59,vaccine-free day care centres,is irresponsible said,Jill Hennessy,
50,vaccine-free day care centres,provide a,non-judgmental environment,
37,vaccine-free day care centres,are,unvaccinated-friendly day care centres,
840,vaccine-preventable diseases,are common in,overseas countries,
853,vaccine-preventable diseases,large outbreaks are occurring among,religious groups,
294,vaccine-preventable diseases,still circulate around,United States,
812,vaccines,are lawful to use if no safe effective,alternative to vaccines,says the Church
428,vaccines,do not cause,autism,
468,vaccines,cause,autism,is misguided claims
521,vaccines,can cause,autism,
145,vaccines,teen girls who received experienced reduction in,cervical dysplasia,
992,autism risk,recurrence does not differ between,vaccinated children and unvaccinated children,says Dr. Bryan King
991,course of autism,does not differ between,vaccinated children and unvaccinated children,says Dr. Bryan King
270,vaccines,help protect entire,communities,
892,vaccines,is worse than ,disease,
325,vaccines,prevent dangerous or even deadly,disease,
1089,vaccines,science is clear,efficacious,
821,vaccines,contain,gelatin,
146,vaccines,teen girls who received suffered fewer cases,genital warts,
330,vaccines,do not cause,illnesses,
312,vaccines,among children born during 1994-2013 will prevent 322 million ,illnesses,
328,vaccines,help the body safely develop,immunity,
335,vaccines,help develop,immunity,
334,vaccines,help body safely develop,immunity to diseases,
329,vaccines,help develop imminty by imitating an,infection,
331,vaccines,cause the immune system to develop the same response as it does to a real,infection,so that the body can recognize and fight the vaccine-preventable disease in the future
850,vaccines,assume against,Jewish dietary laws,
515,vaccines,and autism has no,link,
456,vaccines,are probably of past two centuries the greatest,medical advancement,
851,vaccines,judged based on concepts of,medical law,contained in halachic codes
332,vaccines,sometimes the imitation infection can cause,minor symptoms,
327,vaccines,work with the body's,natural defenses,
469,vaccines,cause,neurological problems,is misguided claims
1085,vaccines,are necessary to protect,people,
822,vaccines,contain components of,pig,
305,vaccines,in U.S. have eliminated,Polio,
319,vaccines,have been succesful in,preventing disease,
1084,vaccines,are necessary for,protection,
267,vaccines,are successful,public health tools,
268,vaccines,are cost-effective,public health tools,
326,vaccines,reduce the,risk of infection,
1088,vaccines,science is clear,safe,
455,vaccines,have,saved lives,millions
725,vaccines,are required in the U.S. to attend,school,
560,vaccines,help prevent against most common,serogroups of meningococcal disease,
241,vaccines,scientifically proven to be best way to prevent the,spread of communicable diseases,
271,vaccines,prevent,spread of infectious diseases,
272,vaccines,reduce,spread of infectious diseases,
269,vaccines,help protect,vaccinated individuals,
112,vaccines,when presented as,vague choice,rather than standard of care increased odds of parental refusal 2013 Pediatrics study
885,variation,community level immunization rate putting kids in,danger,
811,varicella vaccine,are cultured cells originally derived from,aborted fetuses,
808,varicella vaccine,are,cultured cells,
217,variety of medical conditions,some may lead to,cervical cancer,
447,vast amounts of money,spent to counter,ill effects,of Wakefield study
446,vast amounts of time,spent to counter,ill effects,of Wakefield study
487,Jain study,indicated statistically significant finding that they are less likely to be diagnosed with autism than unvaccinated high-risk children,vaccinated high-risk children,
185,waiting longer,could mean less potent,immune response,
186,waiting longer,leads to less effective,protection,
626,Wakefield study,is,debunked study,
346,Wakefield study,later found to be,fraudulent,
445,Wakefield study,had,ill effects,
103,Wakefield study,was fraudulent and,retracted 1998 Lancet study,
448,Wakefield study,claimed to find,vaccine-autism link,MMR
897,Waldorf School of Princeton,"over $19,000",annual tuition,
896,Waldorf School of Princeton,in New Jersey has lowest,vaccination rate,59% students vaccinated
127,Washington State public-private pilot program,trains,pro-vaccine parents,to be community advocates
509,we,want to end the movement,anti-vaccination,
126,we,will fail to prevent a very,preventable disease,otherwise
513,we,want to focus on trying to understand the,true cause of autism,
877,West Virginia,has limited,medical exemption,for MMR vaccine
878,West Virginia,limits vaccine exemptions for,MMR vaccine,
833,West Virginia,does not have,religious exemptions,
971,what we already knew,was that,MMR vaccine doesn't trigger autism,MMR
970,what we already knew,was that,MMR vaccine is safe,
12,whooping cough,is crucial,immunization,
283,whooping cough,is an example,serious childhood diseases,
701,William Moss,is,epidemiologist,
703,William Moss,is at,Johns Hopkins University,
702,William Moss,has studied for more than a decade,measles vaccine,
710,William Moss,was not involved in,Mina study,says William Moss
461,autism risk,did not increase even in,children with autistic sibling,
482,withholding vaccines,on purpose from children is,unethical,
159,women,only about half have received,one dose of vaccine,
160,women,just a third have received,three-dose course,
1075,World Health Organization,optimistic that can be eliminated,measles,
1050,World Health Organization,announced,promising news,
547,young adults,are at increased risk for ,meningococcal disease,
593,young adults,at increased risk for,meningococcal disease,
402,young women,protected from,high-risk types of HPV,
