,u,v,adamic_adar
272607,alienation,modern medicine,0.314657980444
272652,alienation,Penn and Teller,0.314657980444
272738,alienation,Ryan Mojabi,0.314657980444
272834,alienation,holocaust,0.314657980444
272849,alienation,vaccine industry,0.314657980444
272856,alienation,Prevnar,0.314657980444
272892,alienation,crime against children,0.314657980444
272952,alienation,pandemic H1N1 swine flu,0.314657980444
272972,alienation,immunization,0.314657980444
273052,alienation,behavior changes,0.314657980444
273104,alienation,autism,0.314657980444
273159,alienation,social size,0.314657980444
273177,alienation,informed consent,0.314657980444
273355,autism rate,to vaccinate children,1.44269504089
273636,autism rate,mainstream media,0.721347520444
273713,autism rate,vaccine industry,0.721347520444
273736,autism rate,vaccine proponents,0.721347520444
274395,lifelong condition,Peter Todd,0.910239226627
274860,lifelong condition,incurable condition,2.35293426752
274984,Zoster,gelatin,0.37892318169
274998,Zoster,years,0.37892318169
275197,Zoster,pain,0.37892318169
275395,Zoster,monosodium glutamate,0.37892318169
275445,Zoster,pregnant women,0.37892318169
275494,Zoster,CDC,0.37892318169
275520,Zoster,shingles,0.37892318169
275549,Zoster,human DNA,0.37892318169
275596,Zoster,shingles risk,0.37892318169
275607,Zoster,compromised immunity,0.37892318169
275628,Zoster,pig gelatin,0.37892318169
275886,Nichole Rolfe,American Nursing Association's Code of Ethics,0.721347520444
275895,Nichole Rolfe,Merck,0.37892318169
275961,Nichole Rolfe,Gardasil,0.721347520444
275972,Nichole Rolfe,anti-vaccination,0.62133493456
276011,Nichole Rolfe,doctors,0.37892318169
276102,Nichole Rolfe,lemming society,0.62133493456
276159,Nichole Rolfe,false sense of security,0.910239226627
276171,Nichole Rolfe,Nichole Rolfe lawsuit,0.558110626551
276196,Nichole Rolfe,push vaccines on sick children,1.1162212531
276292,Nichole Rolfe,vaccine industry,2.54296574302
276320,Nichole Rolfe,parents of vaccine-injured children,0.37892318169
276332,Nichole Rolfe,antibodies,0.910239226627
276334,Nichole Rolfe,vaccination issue,0.37892318169
276359,Nichole Rolfe,questions,0.37892318169
276380,Nichole Rolfe,pediatrics instructor,0.558110626551
276498,Nichole Rolfe,pharmaceutical companies,0.37892318169
276501,Nichole Rolfe,lies,0.937033808241
276503,Nichole Rolfe,Connie Smith,0.910239226627
276544,Nichole Rolfe,autism,0.37892318169
276579,Nichole Rolfe,vaccine bullying curriculum,2.16404256133
276587,Nichole Rolfe,unethical advice,0.558110626551
276591,Nichole Rolfe,circuit court,0.721347520444
276596,Nichole Rolfe,individualized approach,0.37892318169
276600,Nichole Rolfe,National Vaccine Information Center,0.37892318169
276629,childhood vaccines,fetal toxin,0.250690398439
276648,childhood vaccines,culprit,0.250690398439
276656,childhood vaccines,flu shots,0.579149137192
276657,childhood vaccines,residual components of MRC-5 cells,0.402429604382
276692,childhood vaccines,genetically-modified human albumin,0.328458738753
276700,childhood vaccines,sodium phosphate dibasic,0.402429604382
276702,childhood vaccines,industry-funded findings,0.250690398439
276740,childhood vaccines,safe,0.250690398439
276841,childhood vaccines,single dose vaccines,0.250690398439
276844,childhood vaccines,top health officials,0.250690398439
276857,childhood vaccines,formaldehyde,0.328458738753
276859,childhood vaccines,doctors,0.328458738753
276878,childhood vaccines,Jim Carrey,0.250690398439
276884,childhood vaccines,Octoxinol-9,0.328458738753
276887,childhood vaccines,non-profit charity,0.910239226627
276916,childhood vaccines,Tween 80,0.328458738753
276917,childhood vaccines,neurological damage,0.250690398439
276941,childhood vaccines,Rho-GAM shots,0.250690398439
276944,childhood vaccines,neurotoxin,0.250690398439
276945,childhood vaccines,neurological disorders,0.250690398439
276947,childhood vaccines,neurotoxic,0.250690398439
276954,childhood vaccines,autism risk,0.250690398439
277006,childhood vaccines,FDA,0.250690398439
277035,childhood vaccines,vaccines,0.579149137192
277056,childhood vaccines,mercury,0.250690398439
277062,childhood vaccines,vaccine-autism link,0.328458738753
277064,childhood vaccines,high risk of non-organic sleep disorder,0.250690398439
277077,childhood vaccines,human carcinogen,0.250690398439
277095,childhood vaccines,trigger,0.250690398439
277097,childhood vaccines,reproductive toxin,0.250690398439
277100,childhood vaccines,hepatitis B vaccine,0.250690398439
277103,childhood vaccines,monosodium glutamate,0.730888343135
277116,childhood vaccines,immune-system disruptor,0.250690398439
277145,childhood vaccines,vaccine industry,0.250690398439
277153,childhood vaccines,pregnant women,0.250690398439
277165,childhood vaccines,preservative,0.250690398439
277186,childhood vaccines,aborted baby,0.328458738753
277201,childhood vaccines,CDC,0.250690398439
277221,childhood vaccines,vaccine safety,0.910239226627
277264,childhood vaccines,thimerosal-induced cellular damage,0.250690398439
277283,childhood vaccines,WHO vaccine specialists,0.250690398439
277290,childhood vaccines,neomycin,0.402429604382
277301,childhood vaccines,cellular toxicity,0.250690398439
277321,childhood vaccines,Triton X-100,0.328458738753
277354,childhood vaccines,pharmaceutical companies,0.250690398439
277376,childhood vaccines,The Vaccine and Autism Congressional Hearing,0.250690398439
277384,childhood vaccines,teratogen,0.250690398439
277400,childhood vaccines,autism,0.250690398439
277401,childhood vaccines,altered DNA material,0.328458738753
277409,childhood vaccines,adult brain cells,0.250690398439
277415,childhood vaccines,deaths,0.328458738753
277427,childhood vaccines,metal compounds,0.250690398439
277431,childhood vaccines,Polysorbate 80,0.328458738753
277483,childhood vaccines,mercury based preservative,0.250690398439
277495,words,brain inflammation,0.219089332814
277498,words,infectious diseases,0.219089332814
277517,words,National Vaccine Injury Compensation Program,0.219089332814
277549,words,vaccine efficacy,0.258317766807
277571,words,scientific fraud,0.258317766807
277574,words,first-world nations,0.219089332814
277580,words,improved healthcare,0.219089332814
277597,words,safe,0.219089332814
277608,words,genetically engineered human protein,0.219089332814
277610,words,neurotoxins,0.219089332814
277624,words,reactions,0.219089332814
277625,words,harm,0.219089332814
277631,words,improved santitation,0.219089332814
277633,words,harmful toxins,0.219089332814
277645,words,safety,0.219089332814
277654,words,GlaxoSmithKine's Energix B,0.219089332814
277662,words,United States,0.219089332814
277664,words,brain damaged and autistic,0.219089332814
277671,words,SV40,0.219089332814
277684,words,deadly diseases,0.219089332814
277694,words,Congress,0.258317766807
277715,words,formaldehyde,0.219089332814
277720,words,population,0.219089332814
277726,words,pneumonia,0.219089332814
277744,words,righteous anger,0.219089332814
277747,words,vulnerable,0.258317766807
277752,words,abortion chemicals,0.219089332814
277757,words,vaccine ingredients,0.219089332814
277761,words,intelligent questions,0.477407099621
277777,words,scientifically irresponsible assertion,0.219089332814
277783,words,disease,0.219089332814
277789,words,Dr. Suzanne Humphries,0.219089332814
277790,words,Big Tobacco,0.258317766807
277815,words,financial collusion,0.258317766807
277817,words,good plumbing,0.219089332814
277833,words,public health,0.477407099621
277841,words,widespread health problems,0.219089332814
277842,words,genetic predisposition,0.219089332814
277848,words,aluminum,0.219089332814
277869,words,parents of unvaccinated children,0.258317766807
277874,words,disabled children,0.219089332814
277880,words,mandatory vaccines,0.258317766807
277881,words,encephalopathy,0.219089332814
277887,words,ethylmercury,0.219089332814
277897,words,families who decline vaccines,0.258317766807
277912,words,lawsuit,0.258317766807
277915,words,mercury,0.477407099621
277921,words,vaccine-autism link,0.219089332814
277922,words,Matthew Downing,0.219089332814
277927,words,mainstream media,0.477407099621
277950,words,drug companies,0.219089332814
277951,words,American Academy of Pediatrics,0.258317766807
277955,words,quackery,0.477407099621
277962,words,monosodium glutamate,0.219089332814
277963,words,scientific tests,0.258317766807
277966,words,efficacy,0.219089332814
277974,words,vaccination exemptions,0.258317766807
277983,words,widespread fear,0.219089332814
277989,words,holocaust,0.258317766807
278004,words,improved living conditions,0.219089332814
278007,words,legal immunity,0.258317766807
278008,words,immune system,0.219089332814
278011,words,pregnant women,0.219089332814
278036,words,bullying,0.258317766807
278051,words,Bruesewitz v. Wyeth,0.258317766807
278059,words,CDC,0.219089332814
278072,words,more severe autism,0.219089332814
278074,words,single visit,0.219089332814
278078,words,toxic substances,0.219089332814
278079,words,vaccine safety,0.258317766807
278094,words,freedom of choice,0.258317766807
278095,words,humanity,0.258317766807
278100,words,government,0.258317766807
278105,words,pandemic H1N1 swine flu,0.219089332814
278116,words,toxic chemical ingredients,0.219089332814
278127,words,side effects,0.219089332814
278134,words,mentally challenged,0.219089332814
278142,words,state level,0.258317766807
278151,words,fraudulent,0.258317766807
278156,words,generation of children,0.258317766807
278158,words,CDC documents,0.258317766807
278160,words,benefit,0.219089332814
278172,words,compromised immunity,0.219089332814
278178,words,schedule,0.219089332814
278201,words,trustworthy,0.219089332814
278204,words,Americans,0.219089332814
278209,words,Big Pharma,0.219089332814
278226,words,statistics,0.258317766807
278227,words,conflict of interest,0.258317766807
278229,words,vaccination,0.258317766807
278232,words,heavy metals,0.219089332814
278239,words,thimerosal,0.477407099621
278248,words,deceitful social engineering,0.258317766807
278258,words,autism,0.219089332814
278265,words,problem,0.219089332814
278276,words,unsafe,0.219089332814
278282,words,dangerous medical intervention,0.219089332814
278285,words,vaccines are safe,0.258317766807
278292,words,SB 277,0.219089332814
278306,words,students,0.219089332814
278310,words,vaccine-injured children,0.219089332814
278329,words,African women,0.219089332814
278333,words,Every Child by Two,0.258317766807
278343,words,chronic disease,0.219089332814
278400,change in attitude,Jimmy Kimmel,0.314657980444
278506,change in attitude,refusal of medical care,0.721347520444
278622,change in attitude,modern medicine,0.314657980444
278667,change in attitude,Penn and Teller,0.314657980444
278752,change in attitude,Ryan Mojabi,0.314657980444
278848,change in attitude,holocaust,0.314657980444
278863,change in attitude,vaccine industry,0.314657980444
278870,change in attitude,Prevnar,0.314657980444
278896,change in attitude,intimidation,0.721347520444
278906,change in attitude,crime against children,0.314657980444
278966,change in attitude,pandemic H1N1 swine flu,0.314657980444
278986,change in attitude,immunization,0.314657980444
279005,change in attitude,harassment,0.721347520444
279064,change in attitude,behavior changes,0.314657980444
279116,change in attitude,autism,0.314657980444
279171,change in attitude,social size,0.314657980444
279189,change in attitude,informed consent,0.314657980444
279203,industry-funded findings,fetal toxin,0.250690398439
279222,industry-funded findings,culprit,0.250690398439
279230,industry-funded findings,flu shots,0.250690398439
279314,industry-funded findings,safe,0.872025332999
279415,industry-funded findings,single dose vaccines,0.250690398439
279418,industry-funded findings,top health officials,0.250690398439
279452,industry-funded findings,Jim Carrey,0.250690398439
279473,industry-funded findings,vaccine ingredients,0.250690398439
279492,industry-funded findings,neurological damage,0.250690398439
279515,industry-funded findings,Rho-GAM shots,0.250690398439
279518,industry-funded findings,neurotoxin,0.250690398439
279519,industry-funded findings,neurological disorders,0.250690398439
279521,industry-funded findings,neurotoxic,0.250690398439
279528,industry-funded findings,autism risk,0.250690398439
279579,industry-funded findings,FDA,0.250690398439
279608,industry-funded findings,vaccines,0.250690398439
279629,industry-funded findings,mercury,0.250690398439
279637,industry-funded findings,high risk of non-organic sleep disorder,0.250690398439
279650,industry-funded findings,human carcinogen,0.250690398439
279668,industry-funded findings,trigger,0.250690398439
279670,industry-funded findings,reproductive toxin,0.250690398439
279673,industry-funded findings,hepatitis B vaccine,0.250690398439
279689,industry-funded findings,immune-system disruptor,0.250690398439
279718,industry-funded findings,vaccine industry,0.250690398439
279726,industry-funded findings,pregnant women,0.250690398439
279738,industry-funded findings,preservative,0.250690398439
279775,industry-funded findings,CDC,0.250690398439
279838,industry-funded findings,thimerosal-induced cellular damage,0.250690398439
279857,industry-funded findings,WHO vaccine specialists,0.250690398439
279875,industry-funded findings,cellular toxicity,0.250690398439
279927,industry-funded findings,pharmaceutical companies,0.250690398439
279949,industry-funded findings,The Vaccine and Autism Congressional Hearing,0.250690398439
279958,industry-funded findings,teratogen,0.250690398439
279974,industry-funded findings,autism,0.872025332999
279983,industry-funded findings,adult brain cells,0.250690398439
280002,industry-funded findings,metal compounds,0.250690398439
280058,industry-funded findings,mercury based preservative,0.250690398439
280153,brainwash and manipulate,biological and military programs,0.51389834237
280187,brainwash and manipulate,fiction and reality,0.51389834237
280293,brainwash and manipulate,pathogens,0.51389834237
280887,brainwash and manipulate,genocide,0.51389834237
280929,brain inflammation,infectious diseases,0.219089332814
280948,brain inflammation,National Vaccine Injury Compensation Program,0.219089332814
281005,brain inflammation,first-world nations,0.219089332814
281011,brain inflammation,improved healthcare,0.219089332814
281028,brain inflammation,safe,0.219089332814
281039,brain inflammation,genetically engineered human protein,0.219089332814
281041,brain inflammation,neurotoxins,0.219089332814
281054,brain inflammation,shingles vaccine,0.51389834237
281055,brain inflammation,reactions,0.219089332814
281056,brain inflammation,harm,0.219089332814
281062,brain inflammation,improved santitation,0.219089332814
281064,brain inflammation,harmful toxins,0.219089332814
281076,brain inflammation,safety,0.219089332814
281085,brain inflammation,GlaxoSmithKine's Energix B,0.219089332814
281093,brain inflammation,United States,0.219089332814
281095,brain inflammation,brain damaged and autistic,0.219089332814
281102,brain inflammation,SV40,0.219089332814
281115,brain inflammation,deadly diseases,0.219089332814
281146,brain inflammation,formaldehyde,0.219089332814
281151,brain inflammation,population,0.219089332814
281157,brain inflammation,pneumonia,0.732987675184
281175,brain inflammation,righteous anger,0.219089332814
281183,brain inflammation,abortion chemicals,0.219089332814
281188,brain inflammation,vaccine ingredients,0.219089332814
281192,brain inflammation,intelligent questions,0.219089332814
281208,brain inflammation,scientifically irresponsible assertion,0.219089332814
281214,brain inflammation,disease,0.219089332814
281220,brain inflammation,Dr. Suzanne Humphries,0.219089332814
281247,brain inflammation,good plumbing,0.219089332814
281261,brain inflammation,public health,0.219089332814
281269,brain inflammation,widespread health problems,0.219089332814
281270,brain inflammation,genetic predisposition,0.219089332814
281276,brain inflammation,aluminum,0.219089332814
281302,brain inflammation,disabled children,0.219089332814
281309,brain inflammation,encephalopathy,0.219089332814
281315,brain inflammation,ethylmercury,0.219089332814
281343,brain inflammation,mercury,0.219089332814
281349,brain inflammation,vaccine-autism link,0.219089332814
281350,brain inflammation,Matthew Downing,0.219089332814
281355,brain inflammation,mainstream media,0.219089332814
281378,brain inflammation,drug companies,0.219089332814
281383,brain inflammation,quackery,0.219089332814
281390,brain inflammation,monosodium glutamate,0.219089332814
281394,brain inflammation,efficacy,0.219089332814
281411,brain inflammation,widespread fear,0.219089332814
281432,brain inflammation,vaccine industry,0.219089332814
281433,brain inflammation,improved living conditions,0.219089332814
281437,brain inflammation,immune system,0.219089332814
281440,brain inflammation,pregnant women,0.219089332814
281456,brain inflammation,chickenpox,0.51389834237
281482,brain inflammation,Herpes Zoster,0.51389834237
281488,brain inflammation,CDC,0.219089332814
281501,brain inflammation,more severe autism,0.219089332814
281503,brain inflammation,single visit,0.219089332814
281507,brain inflammation,toxic substances,0.219089332814
281533,brain inflammation,pandemic H1N1 swine flu,0.219089332814
281544,brain inflammation,toxic chemical ingredients,0.219089332814
281555,brain inflammation,side effects,0.219089332814
281562,brain inflammation,mentally challenged,0.219089332814
281588,brain inflammation,benefit,0.219089332814
281589,brain inflammation,shingles risk,0.51389834237
281599,brain inflammation,compromised immunity,0.219089332814
281605,brain inflammation,schedule,0.219089332814
281628,brain inflammation,trustworthy,0.219089332814
281631,brain inflammation,Americans,0.219089332814
281636,brain inflammation,Big Pharma,0.219089332814
281659,brain inflammation,heavy metals,0.219089332814
281666,brain inflammation,thimerosal,0.219089332814
281685,brain inflammation,autism,0.219089332814
281692,brain inflammation,problem,0.219089332814
281703,brain inflammation,unsafe,0.219089332814
281709,brain inflammation,dangerous medical intervention,0.219089332814
281719,brain inflammation,SB 277,0.219089332814
281733,brain inflammation,students,0.219089332814
281737,brain inflammation,vaccine-injured children,0.219089332814
281756,brain inflammation,African women,0.219089332814
281770,brain inflammation,chronic disease,0.219089332814
281802,False Claims Act,government contracts,0.339623271895
281820,False Claims Act,shocking revelations,0.339623271895
281835,False Claims Act,vaccine efficacy,0.339623271895
281897,False Claims Act,vaccine results,0.339623271895
281951,False Claims Act,Gardasil,0.339623271895
281981,False Claims Act,statistical links,0.37892318169
282022,False Claims Act,lab results,0.339623271895
282050,False Claims Act,investigations,0.37892318169
282090,False Claims Act,headlines,0.37892318169
282103,False Claims Act,Children's Hospital,0.339623271895
282119,False Claims Act,whistle,0.339623271895
282146,False Claims Act,FDA,0.339623271895
282207,False Claims Act,mainstream media,0.37892318169
282246,False Claims Act,efficacy,0.339623271895
282284,False Claims Act,vaccine industry,0.37892318169
282341,False Claims Act,CDC,0.37892318169
282342,False Claims Act,mumps vaccine,0.339623271895
282361,False Claims Act,vaccine safety,0.339623271895
282374,False Claims Act,demand for justice,0.37892318169
282446,False Claims Act,polio vaccine,0.339623271895
282472,False Claims Act,whistleblowers,0.339623271895
282496,False Claims Act,lies,0.339623271895
282536,False Claims Act,fraud,0.37892318169
282538,False Claims Act,criminal fraud,0.37892318169
282558,False Claims Act,Rep. Bill Posey,0.37892318169
282657,compensation claims,National Vaccine Injury Compensation Program,1.44269504089
283484,coercion methods,infant death,0.339623271895
283500,coercion methods,illegal,0.721347520444
283537,coercion methods,real risks,0.339623271895
283593,coercion methods,consent for vaccines,0.339623271895
283677,coercion methods,vaccinating children,0.339623271895
283707,coercion methods,labor and delivery floor,0.339623271895
283712,coercion methods,target,0.345976256261
283714,coercion methods,solid marks,0.345976256261
283728,coercion methods,Tdap vaccine,0.685599528156
283735,coercion methods,righteous anger,0.339623271895
283740,coercion methods,Alysia Osoff,0.685599528156
283808,coercion methods,state,0.339623271895
283832,coercion methods,unethical,0.721347520444
283838,coercion methods,vaccines are not safe,0.339623271895
283883,coercion methods,Baker College nursing school,0.345976256261
283900,coercion methods,lawsuit,0.345976256261
283909,coercion methods,vaccine-autism link,0.339623271895
283955,coercion methods,silenced,0.345976256261
283957,coercion methods,measles,0.339623271895
284026,coercion methods,bullying,0.345976256261
284068,coercion methods,vaccine safety,0.345976256261
284157,coercion methods,top students,0.345976256261
284159,coercion methods,infant death after vaccination,0.339623271895
284170,coercion methods,blatant violations of the Hippocratic Oath,0.345976256261
284196,coercion methods,Baker College nursing school instructors,0.685599528156
284216,coercion methods,vaccine dangers,0.339623271895
284284,coercion methods,proper protocol,0.345976256261
284318,coercion methods,informed consent,1.44269504089
284399,years,gelatin,0.37892318169
284607,years,pain,0.37892318169
284801,years,monosodium glutamate,0.37892318169
284851,years,pregnant women,0.37892318169
284900,years,CDC,0.37892318169
284925,years,shingles,0.37892318169
284954,years,human DNA,0.37892318169
285001,years,shingles risk,0.37892318169
285011,years,compromised immunity,0.37892318169
285032,years,pig gelatin,0.37892318169
285228,RH-,peer bullying,0.389871245251
285266,RH-,get lost,0.389871245251
285331,RH-,wander,0.389871245251
285558,RH-,elopement,0.389871245251
285600,RH-,harm's way,0.389871245251
285798,RH-,traffic,0.389871245251
285834,RH-,school bus staff,0.389871245251
285864,RH-,school isolation rooms,0.389871245251
285893,RH-,special needs staff,0.389871245251
285923,RH-,wander off,0.389871245251
285931,RH-,drownings,0.389871245251
285994,RH-,millions of dollars,0.389871245251
286107,severe narcolepsy,unprecedented drive,0.455119613313
286130,severe narcolepsy,GlaxoSmithKline,0.455119613313
286206,severe narcolepsy,NHS medical staff,0.455119613313
286324,severe narcolepsy,vaccine injury settlement,0.558110626551
286330,severe narcolepsy,heightened risk of narcolepsy,0.455119613313
286574,severe narcolepsy,European Medicines Agency,0.455119613313
286628,severe narcolepsy,narcolepsy,0.455119613313
286640,severe narcolepsy,victims,0.558110626551
286671,severe narcolepsy,Norwegian government,0.558110626551
286851,severe narcolepsy,European countries,0.455119613313
286897,vaccine injuries,infectious diseases,0.328458738753
286920,vaccine injuries,line up,0.328458738753
286932,vaccine injuries,clinical research,0.328458738753
286948,vaccine injuries,vaccine efficacy,0.328458738753
286962,vaccine injuries,fetal bovine serum,0.417032391424
287011,vaccine injuries,medical guidelines,0.328458738753
287061,vaccine injuries,paid damages,0.558110626551
287073,vaccine injuries,anti-vaccination,0.328458738753
287112,vaccine injuries,doctors,0.328458738753
287135,vaccine injuries,big Ag,0.417032391424
287156,vaccine injuries,intelligent questions,0.328458738753
287238,vaccine injuries,poison picked,0.328458738753
287255,vaccine injuries,FDA,0.417032391424
287270,vaccine injuries,mandatory vaccines,1.44269504089
287284,vaccine injuries,vaccines,1.85972743231
287291,vaccine injuries,CDC website,0.417032391424
287305,vaccine injuries,mercury,0.328458738753
287342,vaccine injuries,guinea pigs,0.328458738753
287374,vaccine injuries,CDC published warnings,0.721347520444
287425,vaccine injuries,pain and suffering,0.558110626551
287433,vaccine injuries,antibodies,0.328458738753
287523,vaccine injuries,imprisonment,0.328458738753
287530,vaccine injuries,food supply,0.417032391424
287584,vaccine injuries,mass arrest,0.328458738753
287642,vaccine injuries,autism,0.975143017975
287650,vaccine injuries,vaccine-damaged children,0.558110626551
287669,vaccine injuries,vaccines are safe,0.328458738753
287673,vaccine injuries,deliberate release of toxins,0.328458738753
287676,vaccine injuries,SB 277,0.417032391424
287713,vaccine injuries,informed consent,0.328458738753
288292,injecting mercury,CDC,1.44269504089
288762,crazy approach,anti-vaccination,0.910239226627
289054,crazy approach,representative,0.910239226627
289500,human blood,scientific fraud,0.434294481903
289640,human blood,nobody,0.558110626551
289683,human blood,allergies,0.434294481903
289744,human blood,national news headlines,0.434294481903
289935,human blood,pregnant women,0.558110626551
290000,human blood,asthma,0.434294481903
290040,human blood,toxic chemical ingredients,0.558110626551
290051,human blood,side effects,0.558110626551
290062,human blood,pharma-controlled press,0.434294481903
290127,human blood,Americans,1.44269504089
290181,human blood,autism,0.434294481903
290227,human blood,escalating health conditions,0.434294481903
290265,human blood,chronic disease,0.434294481903
290270,scientific fraud,black lives matter,0.255622218635
290288,scientific fraud,link,0.255622218635
290292,scientific fraud,flu shots,0.255622218635
290295,scientific fraud,government contracts,0.339623271895
290305,scientific fraud,criminal conspiracy,1.19150564069
290313,scientific fraud,shocking revelations,0.339623271895
290323,scientific fraud,Washington Post,0.281266414063
290327,scientific fraud,cause of death,1.44269504089
290328,scientific fraud,vaccine efficacy,0.853563257338
290359,scientific fraud,criminal,0.255622218635
290369,scientific fraud,shut your mouth and comply,0.255622218635
290385,scientific fraud,vaccine results,0.339623271895
290395,scientific fraud,shingles vaccine,0.255622218635
290404,scientific fraud,idea,0.281266414063
290425,scientific fraud,math,0.255622218635
290439,scientific fraud,Gardasil,0.339623271895
290443,scientific fraud,SV40,0.255622218635
290466,scientific fraud,Congress,0.258317766807
290468,scientific fraud,vaccine adverse reactions,0.255622218635
290506,scientific fraud,sellout editors,0.281266414063
290509,scientific fraud,lab results,0.339623271895
290517,scientific fraud,professional liars,0.281266414063
290518,scientific fraud,vulnerable,0.258317766807
290519,scientific fraud,CDC scientific fraud,0.255622218635
290525,scientific fraud,allergies,0.434294481903
290526,scientific fraud,vaccine injury denialism,0.281266414063
290529,scientific fraud,whooping cough,0.281266414063
290532,scientific fraud,intelligent questions,0.53958418087
290535,scientific fraud,defective vaccines,0.281266414063
290561,scientific fraud,Big Tobacco,0.258317766807
290574,scientific fraud,neurological disorders,0.255622218635
290577,scientific fraud,fear,0.281266414063
290583,scientific fraud,autism risk,0.255622218635
290585,scientific fraud,financial collusion,0.258317766807
290586,scientific fraud,national news headlines,0.434294481903
290590,scientific fraud,Children's Hospital,0.339623271895
290601,scientific fraud,public health,0.258317766807
290603,scientific fraud,measles cycle,0.255622218635
290606,scientific fraud,whistle,0.339623271895
290611,scientific fraud,vaccine scientists meeting,0.736520565598
290618,scientific fraud,vaccines are not safe,0.255622218635
290632,scientific fraud,FDA,0.339623271895
290635,scientific fraud,parents of unvaccinated children,0.258317766807
290646,scientific fraud,mandatory vaccines,0.258317766807
290657,scientific fraud,financial influence,0.281266414063
290659,scientific fraud,vaccines,0.795206399505
290662,scientific fraud,families who decline vaccines,0.258317766807
290664,scientific fraud,troubling,0.480898346963
290666,scientific fraud,CDC website,0.255622218635
290677,scientific fraud,lawsuit,0.258317766807
290680,scientific fraud,mercury,0.513939985443
290681,scientific fraud,The Advisory Committee on Immunization Practices,0.255622218635
290686,scientific fraud,vaccine-autism link,0.255622218635
290688,scientific fraud,high risk of non-organic sleep disorder,0.255622218635
290714,scientific fraud,drug companies,0.281266414063
290715,scientific fraud,American Academy of Pediatrics,0.258317766807
290719,scientific fraud,quackery,0.513939985443
290727,scientific fraud,scientific tests,0.258317766807
290730,scientific fraud,efficacy,0.339623271895
290738,scientific fraud,vaccination exemptions,0.258317766807
290753,scientific fraud,holocaust,0.258317766807
290771,scientific fraud,legal immunity,0.258317766807
290776,scientific fraud,denial,0.281266414063
290783,scientific fraud,CDC whistleblower,0.281266414063
290801,scientific fraud,bullying,0.258317766807
290809,scientific fraud,vaccination issue,0.255622218635
290816,scientific fraud,Bruesewitz v. Wyeth,0.258317766807
290824,scientific fraud,mumps vaccine,0.339623271895
290835,scientific fraud,facts,0.281266414063
290839,scientific fraud,asthma,0.434294481903
290842,scientific fraud,vaccine safety,0.597941038702
290851,scientific fraud,obedient,0.281266414063
290856,scientific fraud,freedom of choice,0.258317766807
290857,scientific fraud,humanity,0.258317766807
290862,scientific fraud,government,0.258317766807
290882,scientific fraud,measles decline,0.255622218635
290900,scientific fraud,pharma-controlled press,0.434294481903
290904,scientific fraud,state level,0.258317766807
290913,scientific fraud,fraudulent,0.258317766807
290915,scientific fraud,genetics,0.281266414063
290918,scientific fraud,generation of children,0.258317766807
290920,scientific fraud,CDC documents,0.513939985443
290925,scientific fraud,swine flu panic campaign,0.255622218635
290926,scientific fraud,polio vaccine,0.59524549053
290952,scientific fraud,whistleblowers,0.339623271895
290973,scientific fraud,pharmaceutical companies,0.281266414063
290976,scientific fraud,lies,1.78675113122
290987,scientific fraud,statistics,0.53958418087
290988,scientific fraud,conflict of interest,0.53958418087
290990,scientific fraud,vaccination,0.258317766807
290991,scientific fraud,measles cases,0.255622218635
290996,scientific fraud,lives of children,0.255622218635
291000,scientific fraud,thimerosal,0.513939985443
291004,scientific fraud,pro-vaccination,0.480898346963
291009,scientific fraud,deceitful social engineering,0.258317766807
291017,scientific fraud,autism,0.689916700539
291027,scientific fraud,number of measles cases,0.255622218635
291038,scientific fraud,New York Times,0.281266414063
291043,scientific fraud,vaccines are safe,0.795206399505
291050,scientific fraud,SB 277,0.281266414063
291062,scientific fraud,escalating health conditions,0.434294481903
291067,scientific fraud,vaccine-injured children,0.281266414063
291071,scientific fraud,Baby Boom,0.255622218635
291090,scientific fraud,Every Child by Two,0.258317766807
291100,scientific fraud,chronic disease,0.434294481903
291146,get lost,peer bullying,0.389871245251
291246,get lost,wander,0.389871245251
291472,get lost,elopement,0.389871245251
291513,get lost,harm's way,0.389871245251
291710,get lost,traffic,0.389871245251
291746,get lost,school bus staff,0.389871245251
291776,get lost,school isolation rooms,0.389871245251
291805,get lost,special needs staff,0.389871245251
291835,get lost,wander off,0.389871245251
291843,get lost,drownings,0.389871245251
291905,get lost,millions of dollars,0.389871245251
292773,revisionist stance,Jenny McCarthy,1.44269504089
292884,African-American children,Freedom of Information Act,0.360673760222
293013,African-American children,doctors,0.360673760222
293053,African-American children,vaccine ingredients,0.360673760222
293117,African-American children,CDC study,0.360673760222
293185,African-American children,vaccines,0.360673760222
293224,African-American children,blanket statement,0.360673760222
293240,African-American children,American Academy of Pediatrics,0.360673760222
293246,African-American children,conventional health experts,0.360673760222
293350,African-American children,CDC,0.360673760222
293439,African-American children,piece of evidence,0.360673760222
293567,African-American children,unconcscionable,0.360673760222
293588,African-American children,conclusion,0.360673760222
293639,first-world nations,diptheria vaccine,0.352956123865
293650,first-world nations,world's healthiest children,0.352956123865
293663,first-world nations,National Vaccine Injury Compensation Program,0.219089332814
293708,first-world nations,more severe autism,0.219089332814
293718,first-world nations,improved healthcare,0.219089332814
293735,first-world nations,safe,0.219089332814
293746,first-world nations,genetically engineered human protein,0.219089332814
293748,first-world nations,neurotoxins,0.219089332814
293762,first-world nations,reactions,0.219089332814
293763,first-world nations,harm,0.219089332814
293769,first-world nations,improved santitation,0.219089332814
