,u,v,jaccard
386561,World War I,World War II,1.0
386712,prejudice,doctors,0.0232558139535
386728,prejudice,practice of family center care,0.166666666667
386814,prejudice,public health laws,0.166666666667
386864,prejudice,mandatory vaccines,0.0344827586207
386876,prejudice,patients,0.125
386910,prejudice,stand up and fight,0.142857142857
386930,prejudice,discrimination,0.833333333333
386949,prejudice,larger campaign,0.111111111111
386951,prejudice,vaccination exemptions,0.0666666666667
387102,prejudice,right,0.142857142857
387105,prejudice,people,0.0384615384615
387249,prejudice,vaccination decisions,0.166666666667
387250,prejudice,SB 277,0.04
387311,covering up deaths,flu shots,0.0344827586207
387388,covering up deaths,National Vaccine Injury Compensation Program,0.0588235294118
387422,covering up deaths,omitting deaths,1.0
387456,covering up deaths,righteous anger,0.333333333333
387484,covering up deaths,U.S. citizens,0.5
387511,covering up deaths,ex-models,0.5
387540,covering up deaths,public health,0.142857142857
387577,covering up deaths,falsifying drug study results,1.0
387628,covering up deaths,mainstream media,0.0285714285714
387705,covering up deaths,legal immunity,0.5
387763,covering up deaths,independent reviews,0.25
387773,covering up deaths,vaccine safety,0.0714285714286
387806,covering up deaths,denying responsibility,1.0
387820,covering up deaths,side effects,0.333333333333
387861,covering up deaths,compromised immunity,0.166666666667
387873,covering up deaths,paying bribes,1.0
387900,covering up deaths,Bush Administration,0.5
387906,covering up deaths,wrong doing,0.333333333333
387907,covering up deaths,benefits of drug,1.0
387923,covering up deaths,thimerosal,0.0185185185185
387987,covering up deaths,vaccine-injured children,0.0666666666667
388078,threat,medical police state,1.0
388224,threat,vaccine delusions,0.5
388316,threat,vaccines,0.0104166666667
388347,threat,mainstream media,0.0285714285714
388397,threat,censored,1.0
388420,threat,vaccine industry,0.0208333333333
388545,threat,people,0.047619047619
388730,threat,medical dictatorship,0.5
388913,GoodGopher.com,Gardasil injuries,0.333333333333
388958,GoodGopher.com,truth seekers,0.5
389154,GoodGopher.com,Attkisson's website,0.333333333333
389339,GoodGopher.com,pharmaceutical companies,0.0333333333333
389561,blood-transmitted disease,AIDS,1.0
389743,blood-transmitted disease,IV drug abuse,1.0
389762,blood-transmitted disease,promiscuous sexual behavior,1.0
389911,blood-transmitted disease,CDC,0.02
390021,blood-transmitted disease,incidence,0.5
390096,blood-transmitted disease,rare disease,1.0
390099,blood-transmitted disease,complications,1.0
390211,folic acid,car,0.25
390296,folic acid,Italian descent,0.25
390373,folic acid,Mexican descent,0.25
390502,folic acid,injecting any substance,0.166666666667
390672,folic acid,general population,0.2
390674,folic acid,Vitamin B12,0.25
390820,folic acid,French Canadian descent,0.25
390924,deadly diseases,problem,0.5
390948,deadly diseases,more severe autism,1.0
390959,deadly diseases,pneumonia,0.5
390975,deadly diseases,dangerous medical intervention,1.0
390977,deadly diseases,African women,0.333333333333
390978,deadly diseases,safety,0.333333333333
390983,deadly diseases,National Vaccine Injury Compensation Program,0.0588235294118
390996,deadly diseases,mercury,0.03125
391024,deadly diseases,population,0.5
391047,deadly diseases,righteous anger,0.333333333333
391055,deadly diseases,abortion chemicals,0.5
391060,deadly diseases,vaccine ingredients,0.047619047619
391064,deadly diseases,intelligent questions,0.1
391080,deadly diseases,scientifically irresponsible assertion,0.5
391085,deadly diseases,disease,0.25
391091,deadly diseases,Dr. Suzanne Humphries,1.0
391092,deadly diseases,formaldehyde,0.111111111111
391117,deadly diseases,good plumbing,1.0
391131,deadly diseases,public health,0.142857142857
391139,deadly diseases,widespread health problems,0.5
391140,deadly diseases,genetic predisposition,0.125
391146,deadly diseases,aluminum,0.0833333333333
391169,deadly diseases,disabled children,0.25
391176,deadly diseases,encephalopathy,0.166666666667
391182,deadly diseases,ethylmercury,0.333333333333
391213,deadly diseases,vaccine-autism link,0.0625
391214,deadly diseases,Matthew Downing,0.166666666667
391219,deadly diseases,mainstream media,0.0285714285714
391240,deadly diseases,drug companies,0.0909090909091
391245,deadly diseases,quackery,0.2
391251,deadly diseases,monosodium glutamate,0.0769230769231
391255,deadly diseases,efficacy,0.333333333333
391271,deadly diseases,widespread fear,0.5
391292,deadly diseases,vaccine industry,0.0208333333333
391293,deadly diseases,improved living conditions,0.5
391297,deadly diseases,immune system,0.5
391300,deadly diseases,pregnant women,0.125
391307,deadly diseases,autism,0.0277777777778
391313,deadly diseases,genetically engineered human protein,0.5
391344,deadly diseases,CDC,0.02
391358,deadly diseases,single visit,0.5
391362,deadly diseases,toxic substances,0.5
391388,deadly diseases,pandemic H1N1 swine flu,0.25
391399,deadly diseases,toxic chemical ingredients,0.0909090909091
391410,deadly diseases,side effects,0.333333333333
391417,deadly diseases,mentally challenged,0.333333333333
391440,deadly diseases,benefit,1.0
391451,deadly diseases,compromised immunity,0.166666666667
391457,deadly diseases,schedule,1.0
391479,deadly diseases,trustworthy,1.0
391482,deadly diseases,Americans,0.142857142857
391487,deadly diseases,Big Pharma,0.0909090909091
391507,deadly diseases,heavy metals,0.5
391514,deadly diseases,thimerosal,0.0185185185185
391546,deadly diseases,unsafe,1.0
391561,deadly diseases,SB 277,0.05
391574,deadly diseases,students,1.0
391578,deadly diseases,vaccine-injured children,0.0666666666667
391607,deadly diseases,chronic disease,0.333333333333
391623,National Vaccine Injury Compensation Program,flu shots,0.0222222222222
391639,National Vaccine Injury Compensation Program,problem,0.0555555555556
391663,National Vaccine Injury Compensation Program,more severe autism,0.0588235294118
391674,National Vaccine Injury Compensation Program,pneumonia,0.0555555555556
391689,National Vaccine Injury Compensation Program,dangerous medical intervention,0.0588235294118
391691,National Vaccine Injury Compensation Program,African women,0.0526315789474
391692,National Vaccine Injury Compensation Program,safety,0.0526315789474
391710,National Vaccine Injury Compensation Program,mercury,0.0208333333333
391727,National Vaccine Injury Compensation Program,omitting deaths,0.0588235294118
391738,National Vaccine Injury Compensation Program,population,0.0555555555556
391760,National Vaccine Injury Compensation Program,righteous anger,0.111111111111
391768,National Vaccine Injury Compensation Program,abortion chemicals,0.0555555555556
391773,National Vaccine Injury Compensation Program,vaccine ingredients,0.027027027027
391777,National Vaccine Injury Compensation Program,intelligent questions,0.0384615384615
391788,National Vaccine Injury Compensation Program,U.S. citizens,0.117647058824
391793,National Vaccine Injury Compensation Program,scientifically irresponsible assertion,0.0555555555556
391794,National Vaccine Injury Compensation Program,payment,0.0588235294118
391798,National Vaccine Injury Compensation Program,disease,0.05
391804,National Vaccine Injury Compensation Program,Dr. Suzanne Humphries,0.0588235294118
391805,National Vaccine Injury Compensation Program,formaldehyde,0.04
391815,National Vaccine Injury Compensation Program,ex-models,0.0555555555556
391830,National Vaccine Injury Compensation Program,good plumbing,0.0588235294118
391844,National Vaccine Injury Compensation Program,public health,0.0909090909091
391852,National Vaccine Injury Compensation Program,widespread health problems,0.0555555555556
391853,National Vaccine Injury Compensation Program,genetic predisposition,0.0416666666667
391859,National Vaccine Injury Compensation Program,aluminum,0.0357142857143
391864,National Vaccine Injury Compensation Program,taxes,0.0588235294118
391881,National Vaccine Injury Compensation Program,falsifying drug study results,0.0588235294118
391882,National Vaccine Injury Compensation Program,disabled children,0.05
391889,National Vaccine Injury Compensation Program,encephalopathy,0.0454545454545
391895,National Vaccine Injury Compensation Program,ethylmercury,0.0526315789474
391924,National Vaccine Injury Compensation Program,vaccine-autism link,0.03125
391925,National Vaccine Injury Compensation Program,Matthew Downing,0.0454545454545
391930,National Vaccine Injury Compensation Program,mainstream media,0.04
391951,National Vaccine Injury Compensation Program,drug companies,0.037037037037
391956,National Vaccine Injury Compensation Program,quackery,0.047619047619
391962,National Vaccine Injury Compensation Program,monosodium glutamate,0.0344827586207
391966,National Vaccine Injury Compensation Program,efficacy,0.0526315789474
391982,National Vaccine Injury Compensation Program,widespread fear,0.0555555555556
392003,National Vaccine Injury Compensation Program,vaccine industry,0.015625
392004,National Vaccine Injury Compensation Program,improved living conditions,0.0555555555556
392007,National Vaccine Injury Compensation Program,legal immunity,0.0555555555556
392008,National Vaccine Injury Compensation Program,immune system,0.0555555555556
392011,National Vaccine Injury Compensation Program,pregnant women,0.0416666666667
392018,National Vaccine Injury Compensation Program,autism,0.0192307692308
392024,National Vaccine Injury Compensation Program,genetically engineered human protein,0.0555555555556
392053,National Vaccine Injury Compensation Program,CDC,0.0151515151515
392061,National Vaccine Injury Compensation Program,independent reviews,0.05
392066,National Vaccine Injury Compensation Program,single visit,0.0555555555556
392069,National Vaccine Injury Compensation Program,toxic substances,0.0555555555556
392070,National Vaccine Injury Compensation Program,vaccine safety,0.0333333333333
392095,National Vaccine Injury Compensation Program,pandemic H1N1 swine flu,0.05
392103,National Vaccine Injury Compensation Program,denying responsibility,0.0588235294118
392106,National Vaccine Injury Compensation Program,toxic chemical ingredients,0.037037037037
392117,National Vaccine Injury Compensation Program,side effects,0.111111111111
392124,National Vaccine Injury Compensation Program,mentally challenged,0.0526315789474
392147,National Vaccine Injury Compensation Program,benefit,0.0588235294118
392158,National Vaccine Injury Compensation Program,compromised immunity,0.0952380952381
392164,National Vaccine Injury Compensation Program,schedule,0.0588235294118
392170,National Vaccine Injury Compensation Program,paying bribes,0.0588235294118
392186,National Vaccine Injury Compensation Program,trustworthy,0.0588235294118
392189,National Vaccine Injury Compensation Program,Americans,0.0909090909091
392194,National Vaccine Injury Compensation Program,Big Pharma,0.037037037037
392197,National Vaccine Injury Compensation Program,Bush Administration,0.0555555555556
392203,National Vaccine Injury Compensation Program,wrong doing,0.0526315789474
392204,National Vaccine Injury Compensation Program,benefits of drug,0.0588235294118
392205,National Vaccine Injury Compensation Program,Vaccine Injured Petitioners Bar Association,0.0588235294118
392213,National Vaccine Injury Compensation Program,heavy metals,0.0555555555556
392220,National Vaccine Injury Compensation Program,thimerosal,0.0289855072464
392252,National Vaccine Injury Compensation Program,unsafe,0.0588235294118
392267,National Vaccine Injury Compensation Program,SB 277,0.0277777777778
392280,National Vaccine Injury Compensation Program,students,0.0588235294118
392283,National Vaccine Injury Compensation Program,vaccine-injured children,0.0666666666667
392301,National Vaccine Injury Compensation Program,informed consent,0.027027027027
392312,National Vaccine Injury Compensation Program,chronic disease,0.0526315789474
392594,vaccine doctrine,mandatory vaccines,0.04
393030,vaccinating children,infant death,1.0
393064,vaccinating children,real risks,0.5
393103,vaccinating children,infant death after vaccination,0.2
393151,vaccinating children,labor and delivery floor,1.0
393178,vaccinating children,righteous anger,0.333333333333
393183,vaccinating children,Alysia Osoff,0.166666666667
393279,vaccinating children,vaccines are not safe,0.333333333333
393320,vaccinating children,state,1.0
393344,vaccinating children,vaccine-autism link,0.0625
393389,vaccinating children,measles,0.0526315789474
393618,vaccinating children,Baker College nursing school instructors,0.166666666667
393731,vaccinating children,Tdap vaccine,0.333333333333
394465,safety,flu shots,0.0322580645161
394481,safety,problem,0.25
394497,safety,children with severe ASDs,0.333333333333
394515,safety,pneumonia,0.25
394523,safety,nervous system,0.25
394529,safety,higher doses,0.25
394531,safety,dangerous medical intervention,0.333333333333
394533,safety,African women,0.2
394544,safety,more severe autism,0.333333333333
394545,safety,U.S. government,0.25
394576,safety,population,0.25
394599,safety,righteous anger,0.2
394607,safety,abortion chemicals,0.25
394612,safety,vaccine ingredients,0.0434782608696
394616,safety,intelligent questions,0.0833333333333
394626,safety,multi-dose vaccines,0.333333333333
394632,safety,scientifically irresponsible assertion,0.25
394637,safety,disease,0.166666666667
394643,safety,Dr. Suzanne Humphries,0.333333333333
394644,safety,formaldehyde,0.0909090909091
394646,safety,glutathione levels,0.333333333333
394655,safety,injected,0.25
394656,safety,neurotoxin,0.1
394658,safety,neurotoxic,0.2
394669,safety,good plumbing,0.333333333333
394683,safety,public health,0.111111111111
394691,safety,widespread health problems,0.25
394692,safety,genetic predisposition,0.1
394698,safety,aluminum,0.153846153846
394708,safety,desire by Big Pharma,0.25
394721,safety,disabled children,0.166666666667
394727,safety,mandatory vaccines,0.0384615384615
394728,safety,encephalopathy,0.125
394734,safety,ethylmercury,0.2
394765,safety,vaccine-autism link,0.0555555555556
394766,safety,Matthew Downing,0.125
394771,safety,mainstream media,0.027027027027
394792,safety,drug companies,0.0769230769231
394797,safety,quackery,0.142857142857
394803,safety,monosodium glutamate,0.0666666666667
394807,safety,efficacy,0.2
394823,safety,widespread fear,0.25
394844,safety,vaccine industry,0.0408163265306
394845,safety,improved living conditions,0.25
394849,safety,immune system,0.25
394852,safety,pregnant women,0.1
394859,safety,autism,0.0263157894737
394862,safety,preservative,0.142857142857
394865,safety,genetically engineered human protein,0.25
394896,safety,CDC,0.0392156862745
394910,safety,single visit,0.25
394914,safety,toxic substances,0.25
394940,safety,pandemic H1N1 swine flu,0.166666666667
394951,safety,toxic chemical ingredients,0.0769230769231
394962,safety,side effects,0.2
394968,safety,people,0.0434782608696
394969,safety,mentally challenged,0.2
394992,safety,benefit,0.333333333333
395003,safety,compromised immunity,0.125
395009,safety,schedule,0.333333333333
395031,safety,trustworthy,0.333333333333
395034,safety,Americans,0.111111111111
395039,safety,Big Pharma,0.166666666667
395059,safety,heavy metals,0.25
395066,safety,thimerosal,0.0363636363636
395071,safety,human biology,0.166666666667
395074,safety,rational doctor,0.142857142857
395098,safety,unsafe,0.333333333333
395113,safety,SB 277,0.0454545454545
395126,safety,students,0.333333333333
395130,safety,vaccine-injured children,0.125
395158,safety,chronic disease,0.2
395243,human rights,medical ethics,0.5
395300,human rights,Jim Carrey,0.142857142857
395339,human rights,neurological damage,0.125
395400,human rights,genetic predisposition,0.111111111111
395404,human rights,parental choice,0.5
395435,human rights,mandatory vaccines,0.04
395448,human rights,vaccines,0.0103092783505
395467,human rights,hepatitis B vaccine,0.0526315789474
395479,human rights,mainstream media,0.0277777777778
395489,human rights,genetic screening,0.333333333333
395604,human rights,California's vaccine violence,0.5
395660,human rights,toxic chemical ingredients,0.0833333333333
395856,human rights,informed consent,0.0454545454545
395883,U.S. government,flu shots,0.0333333333333
395914,U.S. government,children with severe ASDs,0.5
395939,U.S. government,nervous system,0.333333333333
396041,U.S. government,multi-dose vaccines,0.5
396061,U.S. government,glutathione levels,0.5
396070,U.S. government,injected,0.333333333333
396071,U.S. government,neurotoxin,0.111111111111
396073,U.S. government,neurotoxic,0.25
396113,U.S. government,aluminum,0.0769230769231
396142,U.S. government,mandatory vaccines,0.04
396155,U.S. government,vaccines,0.0103092783505
396259,U.S. government,vaccine industry,0.0204081632653
396277,U.S. government,preservative,0.166666666667
396312,U.S. government,CDC,0.0196078431373
396384,U.S. government,people,0.0454545454545
396482,U.S. government,thimerosal,0.0181818181818
396487,U.S. government,human biology,0.2
396490,U.S. government,rational doctor,0.166666666667
396697,gene variation,doctors,0.0263157894737
396895,gene variation,mainstream media,0.0285714285714
397021,gene variation,CDC,0.02
397164,gene variation,Big Pharma,0.0909090909091
397167,gene variation,pharmaceutical companies,0.0344827586207
397561,AIDS,IV drug abuse,1.0
397580,AIDS,promiscuous sexual behavior,1.0
397729,AIDS,CDC,0.02
397839,AIDS,incidence,0.5
397914,AIDS,rare disease,1.0
397917,AIDS,complications,1.0
398008,seizures,flu shots,0.03125
398101,seizures,headache,0.2
398102,seizures,swelling of the brain,0.25
398105,seizures,gene products,0.25
398112,seizures,doctors,0.0243902439024
398219,seizures,loss of coordination,0.25
398228,seizures,chest pain,0.2
398248,seizures,dizziness,0.5
398283,seizures,cervical cancer,0.25
398285,seizures,eye pain,0.25
398289,seizures,injury claims,0.25
398293,seizures,coma,0.25
398294,seizures,lawsuit,0.142857142857
398302,seizures,syncope,0.25
398310,seizures,VAERS,0.25
398340,seizures,cranial nerve paralysis,0.25
398370,seizures,post-marking surveillance,0.4
398384,seizures,experts,0.25
398400,seizures,babies,0.166666666667
398404,seizures,Guillian-Barre Syndrome,0.25
398407,seizures,parents of vaccine-injured children,0.125
398466,seizures,variant genotypes,0.25
398578,seizures,paralysis,0.25
398632,seizures,deaths,0.0625
398667,seizures,vaccine-injured children,0.0555555555556
398982,surveys,vaccines,0.0104166666667
399446,Congress,vaccine efficacy,0.1
399497,Congress,mercury,0.0294117647059
399518,Congress,Big Tobacco,0.25
399549,Congress,vulnerable,0.333333333333
399563,Congress,intelligent questions,0.0833333333333
399613,Congress,financial collusion,0.333333333333
399629,Congress,public health,0.111111111111
399663,Congress,parents of unvaccinated children,0.333333333333
399673,Congress,mandatory vaccines,0.0384615384615
399686,Congress,vaccines,0.020618556701
399689,Congress,families who decline vaccines,0.2
399702,Congress,lawsuit,0.166666666667
399717,Congress,mainstream media,0.027027027027
399731,Congress,live-virus vaccine,0.2
399739,Congress,American Academy of Pediatrics,0.25
399743,Congress,quackery,0.142857142857
399750,Congress,scientific tests,0.25
399761,Congress,vaccination exemptions,0.0833333333333
399775,Congress,holocaust,0.142857142857
399793,Congress,legal immunity,0.25
399821,Congress,bullying,0.25
399835,Congress,Bruesewitz v. Wyeth,0.25
399861,Congress,vaccine safety,0.0625
399875,Congress,freedom of choice,0.25
399876,Congress,humanity,0.333333333333
399881,Congress,government,0.0909090909091
399936,Congress,CDC documents,0.2
400001,Congress,statistics,0.166666666667
400002,Congress,conflict of interest,0.25
400003,Congress,state level,0.166666666667
400012,Congress,thimerosal,0.0178571428571
400021,Congress,deceitful social engineering,0.333333333333
400032,Congress,fraudulent,0.333333333333
400053,Congress,vaccines are safe,0.0909090909091
400096,Congress,Every Child by Two,0.25
400100,Congress,generation of children,0.333333333333
400113,special education services,neurological disorders,0.333333333333
400209,special education services,immunization schedule,1.0
400234,special education services,risks,0.5
400238,special education services,newborns,1.0
400414,special education services,Matthew Downing,0.166666666667
400462,special education services,argument,1.0
400507,special education services,autism,0.0277777777778
400562,special education services,cancer,0.25
400715,special education services,thimerosal,0.0185185185185
400734,special education services,infants,0.166666666667
400744,special education services,deaths,0.0769230769231
400812,vaccine adverse reactions,black lives matter,1.0
400816,vaccine adverse reactions,neurological disorders,0.333333333333
400820,vaccine adverse reactions,link,0.5
400824,vaccine adverse reactions,flu shots,0.0344827586207
400852,vaccine adverse reactions,vaccine efficacy,0.125
400903,vaccine adverse reactions,mercury,0.03125
400954,vaccine adverse reactions,CDC scientific fraud,1.0
401016,vaccine adverse reactions,autism risk,0.5
401036,vaccine adverse reactions,measles cycle,0.333333333333
401044,vaccine adverse reactions,vaccine scientists meeting,0.333333333333
401051,vaccine adverse reactions,vaccines are not safe,0.333333333333
401091,vaccine adverse reactions,vaccines,0.0104166666667
401097,vaccine adverse reactions,CDC website,0.166666666667
401111,vaccine adverse reactions,The Advisory Committee on Immunization Practices,0.25
401116,vaccine adverse reactions,vaccine-autism link,0.0625
401118,vaccine adverse reactions,high risk of non-organic sleep disorder,0.5
401148,vaccine adverse reactions,quackery,0.2
401210,vaccine adverse reactions,autism,0.0277777777778
401306,vaccine adverse reactions,measles decline,0.142857142857
401341,vaccine adverse reactions,CDC documents,0.333333333333
401346,vaccine adverse reactions,swine flu panic campaign,0.333333333333
401347,vaccine adverse reactions,polio vaccine,0.1
401368,vaccine adverse reactions,vaccination issue,0.25
401413,vaccine adverse reactions,lives of children,1.0
401417,vaccine adverse reactions,thimerosal,0.0185185185185
401441,vaccine adverse reactions,number of measles cases,1.0
401450,vaccine adverse reactions,Rep. Bill Posey,0.125
401458,vaccine adverse reactions,vaccines are safe,0.111111111111
401485,vaccine adverse reactions,Baby Boom,0.5
401490,vaccine adverse reactions,measles cases,0.0909090909091
401673,statistical links,investigations,0.5
401711,statistical links,headlines,1.0
401823,statistical links,mainstream media,0.0285714285714
401896,statistical links,vaccine industry,0.0208333333333
401949,statistical links,CDC,0.02
401980,statistical links,demand for justice,1.0
402133,statistical links,fraud,1.0
402135,statistical links,criminal fraud,1.0
402152,statistical links,Rep. Bill Posey,0.125
402220,single dose vaccines,neurological disorders,0.333333333333
402228,single dose vaccines,flu shots,0.0344827586207
402272,single dose vaccines,culprit,1.0
402286,single dose vaccines,WHO vaccine specialists,1.0
402307,single dose vaccines,mercury,0.03125
402310,single dose vaccines,top health officials,1.0
402344,single dose vaccines,Jim Carrey,0.166666666667
402364,single dose vaccines,vaccine ingredients,0.047619047619
402383,single dose vaccines,neurological damage,0.142857142857
402405,single dose vaccines,Rho-GAM shots,0.5
402408,single dose vaccines,neurotoxin,0.125
402410,single dose vaccines,neurotoxic,0.333333333333
402417,single dose vaccines,autism risk,0.5
402466,single dose vaccines,FDA,0.166666666667
402492,single dose vaccines,vaccines,0.0104166666667
402511,single dose vaccines,hepatitis B vaccine,0.0555555555556
402519,single dose vaccines,high risk of non-organic sleep disorder,0.5
402532,single dose vaccines,human carcinogen,1.0
402548,single dose vaccines,trigger,1.0
402550,single dose vaccines,reproductive toxin,1.0
402568,single dose vaccines,immune-system disruptor,1.0
402596,single dose vaccines,vaccine industry,0.0208333333333
402604,single dose vaccines,pregnant women,0.125
402611,single dose vaccines,autism,0.0277777777778
402614,single dose vaccines,preservative,0.2
402649,single dose vaccines,CDC,0.02
402710,single dose vaccines,thimerosal-induced cellular damage,0.2
402712,single dose vaccines,fetal toxin,1.0
402744,single dose vaccines,cellular toxicity,1.0
402795,single dose vaccines,pharmaceutical companies,0.0344827586207
402814,single dose vaccines,The Vaccine and Autism Congressional Hearing,1.0
402822,single dose vaccines,teratogen,1.0
402842,single dose vaccines,adult brain cells,0.5
402844,single dose vaccines,mercury based preservative,1.0
402861,single dose vaccines,metal compounds,1.0
403632,death from suicide,death from stomach ulcers,1.0
403699,death from suicide,death from murder,1.0
403703,death from suicide,scare tactic,1.0
403726,death from suicide,monster under the bed,1.0
403729,death from suicide,global population,1.0
403732,death from suicide,outrageous,1.0
403773,death from suicide,cod-liver oil,0.333333333333
403912,death from suicide,death from congenital malformation,1.0
403994,death from suicide,death from heart disease,1.0
404005,death from suicide,death from congenital disease,1.0
404150,death from suicide,measles vaccine,0.166666666667
404159,death from suicide,death from car accident,1.0
404290,death from suicide,measles cases,0.0909090909091
404318,top health officials,neurological disorders,0.333333333333
404326,top health officials,flu shots,0.0344827586207
404369,top health officials,culprit,1.0
404383,top health officials,WHO vaccine specialists,1.0
404404,top health officials,mercury,0.03125
404439,top health officials,Jim Carrey,0.166666666667
404459,top health officials,vaccine ingredients,0.047619047619
404478,top health officials,neurological damage,0.142857142857
404500,top health officials,Rho-GAM shots,0.5
404503,top health officials,neurotoxin,0.125
404505,top health officials,neurotoxic,0.333333333333
404512,top health officials,autism risk,0.5
404561,top health officials,FDA,0.166666666667
404587,top health officials,vaccines,0.0104166666667
404606,top health officials,hepatitis B vaccine,0.0555555555556
404614,top health officials,high risk of non-organic sleep disorder,0.5
404627,top health officials,human carcinogen,1.0
404643,top health officials,trigger,1.0
404645,top health officials,reproductive toxin,1.0
404663,top health officials,immune-system disruptor,1.0
404691,top health officials,vaccine industry,0.0208333333333
404699,top health officials,pregnant women,0.125
404706,top health officials,autism,0.0277777777778
404709,top health officials,preservative,0.2
404744,top health officials,CDC,0.02
404805,top health officials,thimerosal-induced cellular damage,0.2
404807,top health officials,fetal toxin,1.0
404839,top health officials,cellular toxicity,1.0
404890,top health officials,pharmaceutical companies,0.0344827586207
404909,top health officials,The Vaccine and Autism Congressional Hearing,1.0
404917,top health officials,teratogen,1.0
404937,top health officials,adult brain cells,0.5
404939,top health officials,mercury based preservative,1.0
404956,top health officials,metal compounds,1.0
405014,rates,parent-reported cases,0.5
405019,rates,link,0.333333333333
405029,rates,endotoxins,0.5
405049,rates,alzheimer's,0.25
405063,rates,Ryan Mojabi,0.25
405088,rates,electromagnetic fields,0.5
405092,rates,CDC whistleblower,0.333333333333
405098,rates,male neonates,0.5
405113,rates,environmental chemicals,0.333333333333
405132,rates,exposures,0.333333333333
405167,rates,African American males,0.333333333333
405272,rates,encephalopathy,0.142857142857
405281,rates,great records,0.5
405284,rates,vaccines,0.0103092783505
405303,rates,hepatitis B vaccine,0.0526315789474
405354,rates,measles,0.05
405406,rates,preservative,0.166666666667
405441,rates,CDC,0.0196078431373
405460,rates,vaccine safety,0.0666666666667
405496,rates,toxic chemical ingredients,0.0833333333333
405499,rates,measles decline,0.125
405609,rates,thimerosal,0.0181818181818
405619,rates,one specific age range,0.5
405673,rates,vaccine-injured children,0.0625
405687,rates,lifetime need,0.5
405731,lobbyists,toxic and ineffective flu shots,0.111111111111
405836,lobbyists,young doctors,0.0909090909091
405940,lobbyists,individual doctors,0.2
405976,lobbyists,vaccines,0.020202020202
406007,lobbyists,mainstream media,0.025641025641
406050,lobbyists,vaccination exemptions,0.153846153846
406079,lobbyists,vaccine industry,0.0192307692308
406216,lobbyists,harassment,0.0909090909091
406278,lobbyists,pharmaceutical companies,0.030303030303
406293,lobbyists,state level,0.125
406354,lobbyists,you,0.0714285714286
406356,lobbyists,national vaccination policy,0.142857142857
406411,chronic disease,flu shots,0.0322580645161
406426,chronic disease,problem,0.25
406448,chronic disease,trace levels of mercury,0.25
406459,chronic disease,pneumonia,0.25
406475,chronic disease,dangerous medical intervention,0.333333333333
406477,chronic disease,African women,0.2
406488,chronic disease,more severe autism,0.333333333333
406489,chronic disease,mercury,0.0606060606061
406504,chronic disease,doctors,0.025
406507,chronic disease,population,0.25
406513,chronic disease,learning disabilities,0.333333333333
406530,chronic disease,righteous anger,0.2
406538,chronic disease,abortion chemicals,0.25
406540,chronic disease,allergies,0.25
406543,chronic disease,vaccine ingredients,0.0434782608696
406547,chronic disease,intelligent questions,0.0833333333333
406563,chronic disease,scientifically irresponsible assertion,0.25
406568,chronic disease,disease,0.166666666667
406574,chronic disease,Dr. Suzanne Humphries,0.333333333333
406575,chronic disease,formaldehyde,0.0909090909091
406588,chronic disease,annual flu shot,0.166666666667
406599,chronic disease,national news headlines,0.333333333333
406600,chronic disease,good plumbing,0.333333333333
406614,chronic disease,public health,0.111111111111
406622,chronic disease,widespread health problems,0.666666666667
406623,chronic disease,genetic predisposition,0.1
406629,chronic disease,aluminum,0.0714285714286
406644,chronic disease,cataplexy,0.166666666667
406652,chronic disease,disabled children,0.166666666667
406658,chronic disease,mandatory vaccines,0.0384615384615
406659,chronic disease,encephalopathy,0.125
406665,chronic disease,ethylmercury,0.2
406688,chronic disease,neonatal infection,0.333333333333
406690,chronic disease,hepatitis B vaccine,0.05
406696,chronic disease,vaccine-autism link,0.0555555555556
406697,chronic disease,Matthew Downing,0.125
406702,chronic disease,mainstream media,0.027027027027
406723,chronic disease,drug companies,0.0769230769231
406728,chronic disease,quackery,0.142857142857
406734,chronic disease,monosodium glutamate,0.0666666666667
406738,chronic disease,efficacy,0.2
406741,chronic disease,measles,0.047619047619
406754,chronic disease,widespread fear,0.25
406775,chronic disease,vaccine industry,0.0408163265306
406776,chronic disease,improved living conditions,0.25
406780,chronic disease,immune system,0.25
406783,chronic disease,pregnant women,0.1
406790,chronic disease,autism,0.0833333333333
406796,chronic disease,genetically engineered human protein,0.25
406810,chronic disease,diabetes,0.333333333333
406826,chronic disease,CDC,0.0192307692308
406832,chronic disease,International Business Times,0.2
406840,chronic disease,single visit,0.666666666667
406842,chronic disease,asthma,0.5
406844,chronic disease,toxic substances,0.25
406851,chronic disease,narcolepsy,0.0769230769231
406863,chronic disease,victims,0.166666666667
406867,chronic disease,simultaneous vaccinations,0.125
406868,chronic disease,chewable multivitamin,0.25
406870,chronic disease,pandemic H1N1 swine flu,0.166666666667
406873,chronic disease,vaccine apologists,0.166666666667
406881,chronic disease,toxic chemical ingredients,0.166666666667
406892,chronic disease,side effects,0.2
406899,chronic disease,mentally challenged,0.2
406903,chronic disease,pharma-controlled press,0.142857142857
406922,chronic disease,benefit,0.333333333333
406932,chronic disease,central nervous system inflammatory demyelination,0.333333333333
406933,chronic disease,compromised immunity,0.125
406939,chronic disease,schedule,0.333333333333
406956,chronic disease,Global Post,0.2
406961,chronic disease,trustworthy,0.333333333333
406964,chronic disease,Americans,0.111111111111
406969,chronic disease,Big Pharma,0.166666666667
406978,chronic disease,ADHD,0.333333333333
