,u,v,adamic_adar
80481,childcare services,personal belief exemption,0.434294481903
80565,childcare services,high vaccination rates,0.434294481903
80567,childcare services,interventions,0.434294481903
80606,childcare services,new strategies,0.434294481903
80662,childcare services,vaccination rate,0.434294481903
80853,increased sensitivity to light,anyone,0.303413075542
80904,increased sensitivity to light,young adults,0.303413075542
80906,increased sensitivity to light,disease,0.303413075542
80921,increased sensitivity to light,rash,0.303413075542
80925,increased sensitivity to light,respiratory secretions,0.303413075542
80934,increased sensitivity to light,teens,0.303413075542
80935,increased sensitivity to light,random cases,0.303413075542
80938,increased sensitivity to light,meningococcal outbreak,0.303413075542
80961,increased sensitivity to light,vaccines,0.303413075542
80971,increased sensitivity to light,confusion,0.303413075542
80996,increased sensitivity to light,healthy people,0.303413075542
81004,increased sensitivity to light,early diagnosis,0.303413075542
81090,increased sensitivity to light,long-term disabilities,0.303413075542
81113,increased sensitivity to light,carrier,0.303413075542
81118,increased sensitivity to light,meningococcal vaccine,0.303413075542
81127,increased sensitivity to light,outbreaks,0.303413075542
81146,increased sensitivity to light,deaths,0.303413075542
81189,increased sensitivity to light,serogroups,0.303413075542
81200,HPV vaccine recommendations,preventing cancer,0.3001016285
81201,HPV vaccine recommendations,reduction in HPV,0.3001016285
81236,HPV vaccine recommendations,health officials,0.3001016285
81241,HPV vaccine recommendations,women without previous HPV,0.3001016285
81248,HPV vaccine recommendations,United States,0.3001016285
81260,HPV vaccine recommendations,women previously exposed to HPV,0.3001016285
81263,HPV vaccine recommendations,genital warts,0.3001016285
81273,HPV vaccine recommendations,girls,0.3001016285
81306,HPV vaccine recommendations,cervical dysplasia,0.3001016285
81348,HPV vaccine recommendations,vaccine efficacy,0.3001016285
81366,HPV vaccine recommendations,at risk,0.3001016285
81374,HPV vaccine recommendations,sex,0.3001016285
81389,HPV vaccine recommendations,cervical cancer,0.3001016285
81405,HPV vaccine recommendations,cancer,0.3001016285
81422,HPV vaccine recommendations,meningitis,0.3001016285
81457,HPV vaccine recommendations,multi-site protection,0.3001016285
81466,HPV vaccine recommendations,partial protection,0.3001016285
81476,HPV vaccine recommendations,high-risk types of HPV,0.3001016285
81539,HPV vaccine recommendations,meningococcal vaccine,0.910239226627
81545,HPV vaccine recommendations,health benefits,0.3001016285
81556,HPV vaccine recommendations,boys,0.3001016285
81594,HPV vaccine recommendations,HPV infection,0.3001016285
81610,HPV vaccine recommendations,Tdap vaccine,0.3001016285
81672,meningococcal vaccine,anti-vaccination,0.389871245251
81691,meningococcal vaccine,daily activities,0.389871245251
81692,meningococcal vaccine,anyone,0.303413075542
81697,meningococcal vaccine,headache,0.389871245251
81729,meningococcal vaccine,pain,0.389871245251
81743,meningococcal vaccine,young adults,0.303413075542
81745,meningococcal vaccine,disease,0.303413075542
81748,meningococcal vaccine,swelling,0.389871245251
81760,meningococcal vaccine,rash,0.303413075542
81764,meningococcal vaccine,respiratory secretions,0.303413075542
81773,meningococcal vaccine,random cases,0.303413075542
81776,meningococcal vaccine,meningococcal outbreak,0.303413075542
81793,meningococcal vaccine,arm,0.389871245251
81799,meningococcal vaccine,vaccines,3.18880315732
81809,meningococcal vaccine,confusion,0.303413075542
81833,meningococcal vaccine,healthy people,0.303413075542
81840,meningococcal vaccine,early diagnosis,0.303413075542
81843,meningococcal vaccine,hardness of the skin,0.389871245251
81894,meningococcal vaccine,parents,0.389871245251
81920,meningococcal vaccine,run down feeling,0.389871245251
81924,meningococcal vaccine,long-term disabilities,0.303413075542
81943,meningococcal vaccine,carrier,0.303413075542
81957,meningococcal vaccine,outbreaks,0.303413075542
81962,meningococcal vaccine,HPV vaccine,0.910239226627
81976,meningococcal vaccine,deaths,0.303413075542
82019,meningococcal vaccine,serogroups,0.303413075542
82029,safe,religious groups,0.258317766807
82032,safe,Hinduism,0.258317766807
82033,safe,neurological problems,0.258317766807
82045,safe,schools,0.258317766807
82079,safe,immune response,0.258317766807
82091,safe,genital warts,0.258317766807
82113,safe,risk of cervical dysplasia,0.258317766807
82117,safe,written down,0.258317766807
82134,safe,cervical dysplasia,0.258317766807
82136,safe,funds,0.258317766807
82156,safe,disease,0.258317766807
82162,safe,Jewish dietary laws,0.258317766807
82177,safe,public health,0.258317766807
82184,safe,teens,0.417032391424
82197,safe,medical law,0.258317766807
82204,safe,Jehovah's Witnesses,0.258317766807
82234,safe,saved lives,0.258317766807
82235,safe,community,0.258317766807
82237,safe,church,0.258317766807
82239,safe,ages 11 or 12,0.417032391424
82248,safe,preteens,0.417032391424
82262,safe,11-18 year olds,0.417032391424
82286,safe,risk of fainting,0.675350158232
82309,safe,parents,0.258317766807
82320,safe,minor symptoms,0.258317766807
82326,safe,side effects,0.417032391424
82329,safe,people,0.258317766807
82349,safe,serogroup C,0.417032391424
82350,safe,serogroup B,0.417032391424
82351,safe,preventable disease,0.258317766807
82355,safe,serogroup Y,0.417032391424
82386,safe,link,0.258317766807
82398,safe,vaccinated individuals,0.258317766807
82399,safe,pig,0.258317766807
82401,safe,health care,0.258317766807
82405,safe,autism,0.258317766807
82408,safe,SB 277,0.258317766807
82415,safe,immunity,0.258317766807
82429,safe,Robert F. Kennedy Jr.,0.258317766807
82448,vaccine fear,religious groups,0.51389834237
82498,vaccine fear,unvaccinated clusters,0.51389834237
82630,vaccine fear,herd immunity,0.51389834237
82762,vaccine fear,religion,0.51389834237
82794,vaccine fear,vaccination,0.51389834237
83021,brain development,NIH,0.721347520444
83240,brain development,autism,0.721347520444
83247,brain development,role,0.721347520444
83283,Vaccine Free Family Day Care,religious groups,0.30692767643
83288,Vaccine Free Family Day Care,vaccine-free day care centres,0.30692767643
83317,Vaccine Free Family Day Care,activism,0.30692767643
83372,Vaccine Free Family Day Care,argument,0.30692767643
83403,Vaccine Free Family Day Care,consequences,0.30692767643
83422,Vaccine Free Family Day Care,money,0.30692767643
83468,Vaccine Free Family Day Care,we,0.30692767643
83477,Vaccine Free Family Day Care,vaccine-autism link,0.30692767643
83500,Vaccine Free Family Day Care,families,0.30692767643
83577,Vaccine Free Family Day Care,side effects,0.30692767643
83594,Vaccine Free Family Day Care,religion,0.30692767643
83596,Vaccine Free Family Day Care,developmental disability,0.30692767643
83621,Vaccine Free Family Day Care,Eagle Mountain International Church,0.30692767643
83653,Vaccine Free Family Day Care,vaccine mandates,0.30692767643
83656,Vaccine Free Family Day Care,autism,0.30692767643
83659,Vaccine Free Family Day Care,SB 277,0.30692767643
83673,Vaccine Free Family Day Care,time,0.30692767643
83710,infectious disease mortality,Merck,0.333808200695
83712,infectious disease mortality,mystery,0.333808200695
83715,infectious disease mortality,Disneyland measles outbreak,0.261189256564
83717,infectious disease mortality,measles experience,0.261189256564
83721,infectious disease mortality,developing countries,0.333808200695
83724,infectious disease mortality,immune memory cells,0.261189256564
83728,infectious disease mortality,opportunistic infections,0.333808200695
83730,infectious disease mortality,health officials,0.261189256564
83733,infectious disease mortality,research,0.59499745726
83742,infectious disease mortality,United States,0.261189256564
83747,infectious disease mortality,benefits,0.333808200695
83750,infectious disease mortality,threat,0.261189256564
83752,infectious disease mortality,Prabhupada Village,0.261189256564
83761,infectious disease mortality,seizures,0.261189256564
83766,infectious disease mortality,pneumonia deaths,0.333808200695
83771,infectious disease mortality,Disneyland,0.261189256564
83781,infectious disease mortality,eliminated virus,0.261189256564
83782,infectious disease mortality,pneumonia,0.261189256564
83811,infectious disease mortality,ear infections,0.261189256564
83814,infectious disease mortality,childhood disease,0.261189256564
83818,infectious disease mortality,reduction in child mortality,0.333808200695
83822,infectious disease mortality,disease,0.910239226627
83833,infectious disease mortality,World Health Organization,0.261189256564
83867,infectious disease mortality,vaccine refusal,0.261189256564
83874,infectious disease mortality,William Moss,0.333808200695
83876,infectious disease mortality,diarrhea deaths,0.333808200695
83878,infectious disease mortality,herd immunity,0.261189256564
83889,infectious disease mortality,models of disease,0.261189256564
83907,infectious disease mortality,interventions,0.261189256564
83909,infectious disease mortality,California,0.261189256564
83936,infectious disease mortality,immune system,0.261189256564
83945,infectious disease mortality,state-level policies,0.261189256564
83952,infectious disease mortality,bad news,0.261189256564
83962,infectious disease mortality,unvaccinated children,0.261189256564
83968,infectious disease mortality,Dutch Bible belt,0.261189256564
83974,infectious disease mortality,parents,0.59499745726
83975,infectious disease mortality,rubella elimination,0.261189256564
83977,infectious disease mortality,anti-vaccine eugenics community,0.261189256564
83979,infectious disease mortality,vaccine-preventable diseases,0.261189256564
83981,infectious disease mortality,victims,0.261189256564
84008,infectious disease mortality,religion,0.261189256564
84010,infectious disease mortality,infectious disease,0.558110626551
84015,infectious disease mortality,preventable disease,0.261189256564
84033,infectious disease mortality,Eagle Mountain International Church,0.261189256564
84036,infectious disease mortality,health benefits,0.333808200695
84038,infectious disease mortality,vaccination,0.819299883115
84058,infectious disease mortality,deaths,0.261189256564
84060,infectious disease mortality,sales,0.333808200695
84078,infectious disease mortality,immunity,0.261189256564
84098,infectious disease mortality,Netherlands Reformed Congregation,0.261189256564
84099,infectious disease mortality,immune protection,0.261189256564
84123,Merck,mystery,0.333808200695
84132,Merck,developing countries,0.333808200695
84139,Merck,opportunistic infections,0.333808200695
84144,Merck,research,0.333808200695
84158,Merck,benefits,0.333808200695
84177,Merck,pneumonia deaths,0.333808200695
84229,Merck,reduction in child mortality,0.333808200695
84285,Merck,William Moss,0.333808200695
84287,Merck,diarrhea deaths,0.333808200695
84387,Merck,parents,0.333808200695
84446,Merck,childhood mortality,0.333808200695
84450,Merck,health benefits,0.333808200695
84474,Merck,sales,0.333808200695
84519,schools,social network,0.910239226627
84525,schools,religious groups,0.258317766807
84528,schools,Hinduism,0.258317766807
84529,schools,neurological problems,0.258317766807
84530,schools,vaccine-free day care centres,0.254334778144
84545,schools,distrust of medical establishment,0.254334778144
84552,schools,parental rights,0.254334778144
84567,schools,Gardasil,0.254334778144
84568,schools,immune response,0.258317766807
84572,schools,anti-vaccination,0.339623271895
84576,schools,Washington State public-private pilot program,0.254334778144
84579,schools,Dr. Adams,0.254334778144
84580,schools,genital warts,0.258317766807
84585,schools,legitimate reasons,0.254334778144
84593,schools,compromise,0.254334778144
84596,schools,vaccine hesitancy,0.254334778144
84599,schools,uninformed,0.254334778144
84600,schools,doctors,0.254334778144
84602,schools,risk of cervical dysplasia,0.258317766807
84606,schools,written down,0.258317766807
84613,schools,childcare,0.254334778144
84623,schools,cervical dysplasia,0.258317766807
84625,schools,funds,0.258317766807
84632,schools,medical exemption,0.593958050039
84640,schools,pro-vaccination,0.62133493456
84644,schools,personal belief exemption,0.593958050039
84645,schools,disease,0.258317766807
84651,schools,Jewish dietary laws,0.258317766807
84657,schools,delaying Gardasil,0.254334778144
84665,schools,public health,0.648189012059
84678,schools,worried,0.254334778144
84684,schools,medical law,0.258317766807
84688,schools,vaccine refusal,0.254334778144
84691,schools,Jehovah's Witnesses,0.258317766807
84699,schools,behavioral research,0.254334778144
84713,schools,vaccine-autism link,0.254334778144
84717,schools,recommended vaccine schedule,0.254334778144
84719,schools,cancer,0.254334778144
84721,schools,saved lives,0.258317766807
84722,schools,community,2.08196935131
84724,schools,church,0.258317766807
84727,schools,interventions,0.389871245251
84731,schools,controversial bill,0.339623271895
84736,schools,families,0.339623271895
84738,schools,measles,0.644206023395
84761,schools,Mina study,0.254334778144
84765,schools,new strategies,0.389871245251
84768,schools,daughters,0.254334778144
84773,schools,risk of fainting,0.258317766807
84776,schools,party lines,0.339623271895
84799,schools,personal belief reasons,0.254334778144
84806,schools,minor symptoms,0.258317766807
84812,schools,side effects,0.254334778144
84815,schools,people,0.258317766807
84817,schools,vaccine delay,0.254334778144
84830,schools,measles vaccine,0.254334778144
84831,schools,developmental disability,0.254334778144
84832,schools,infectious disease,0.254334778144
84837,schools,preventable disease,0.258317766807
84838,schools,children with cancer,0.389871245251
84861,schools,vaccination,0.389871245251
84862,schools,outbreaks,0.389871245251
84863,schools,religious beliefs,0.254334778144
84870,schools,peers,0.254334778144
84872,schools,link,0.258317766807
84876,schools,vaccine success,0.254334778144
84884,schools,vaccinated individuals,0.258317766807
84885,schools,pig,0.258317766807
84887,schools,health care,0.258317766807
84891,schools,autism,0.512652544951
84896,schools,vaccine requirements,0.339623271895
84898,schools,driving factors,0.254334778144
84899,schools,sexually active,0.254334778144
84900,schools,immunity,0.258317766807
84902,schools,sense of urgency,0.254334778144
84904,schools,republicans,0.339623271895
84906,schools,Governor Jerry Brown,0.339623271895
84914,schools,Robert F. Kennedy Jr.,0.258317766807
84915,schools,friends,0.254334778144
84918,schools,scheduled appointment,0.254334778144
84925,schools,Tdap vaccine,0.254334778144
84952,mystery,developing countries,0.333808200695
84959,mystery,opportunistic infections,0.333808200695
84964,mystery,research,0.333808200695
84978,mystery,benefits,0.333808200695
84997,mystery,pneumonia deaths,0.333808200695
85104,mystery,William Moss,0.333808200695
85106,mystery,diarrhea deaths,0.333808200695
85122,mystery,vaccine-autism link,0.721347520444
85205,mystery,parents,0.333808200695
85264,mystery,childhood mortality,0.333808200695
85268,mystery,health benefits,0.333808200695
85292,mystery,sales,0.333808200695
85300,mystery,autism,0.721347520444
85747,prophylaxis,Tdap vaccine,0.721347520444
85755,India,religious groups,0.51389834237
85953,India,community,0.51389834237
86048,India,Dutch reformed churches,0.51389834237
86159,Disneyland measles outbreak,social network,0.267546386419
86162,Disneyland measles outbreak,social norms,0.267546386419
86165,Disneyland measles outbreak,religious groups,0.267546386419
86177,Disneyland measles outbreak,measles experience,0.261189256564
86181,Disneyland measles outbreak,developing countries,0.558110626551
86184,Disneyland measles outbreak,immune memory cells,0.261189256564
86190,Disneyland measles outbreak,health officials,0.261189256564
86191,Disneyland measles outbreak,state-level policy,0.267546386419
86193,Disneyland measles outbreak,research,0.261189256564
86202,Disneyland measles outbreak,United States,0.775087598934
86208,Disneyland measles outbreak,wealthy regions,0.352956123865
86210,Disneyland measles outbreak,threat,0.261189256564
86212,Disneyland measles outbreak,Prabhupada Village,0.261189256564
86221,Disneyland measles outbreak,seizures,0.261189256564
86231,Disneyland measles outbreak,Disneyland,0.261189256564
86241,Disneyland measles outbreak,eliminated virus,0.261189256564
86242,Disneyland measles outbreak,pneumonia,0.261189256564
86250,Disneyland measles outbreak,childcare,0.352956123865
86258,Disneyland measles outbreak,policy makers,0.352956123865
86265,Disneyland measles outbreak,government rebates,0.480898346963
86269,Disneyland measles outbreak,medical exemption,0.352956123865
86270,Disneyland measles outbreak,Los Angeles County,0.352956123865
86271,Disneyland measles outbreak,ear infections,0.261189256564
86274,Disneyland measles outbreak,childhood disease,0.528735642983
86275,Disneyland measles outbreak,risk to pregnant women,0.480898346963
86281,Disneyland measles outbreak,personal belief exemption,0.352956123865
86282,Disneyland measles outbreak,disease,0.267546386419
86283,Disneyland measles outbreak,mental disorders,0.267546386419
86293,Disneyland measles outbreak,World Health Organization,0.261189256564
86295,Disneyland measles outbreak,autism risk,0.748444733382
86300,Disneyland measles outbreak,Los Angeles,0.352956123865
86315,Disneyland measles outbreak,orthodox Hasidic Jews,0.51389834237
86327,Disneyland measles outbreak,vaccine refusal,0.261189256564
86330,Disneyland measles outbreak,Jehovah's Witnesses,0.267546386419
86333,Disneyland measles outbreak,voluntary,0.267546386419
86338,Disneyland measles outbreak,herd immunity,1.04263398535
86349,Disneyland measles outbreak,models of disease,0.261189256564
86362,Disneyland measles outbreak,community,0.267546386419
86364,Disneyland measles outbreak,church,0.480898346963
86367,Disneyland measles outbreak,interventions,0.261189256564
86369,Disneyland measles outbreak,California,1.1280437228
86373,Disneyland measles outbreak,Islamic principles,0.267546386419
86386,Disneyland measles outbreak,hospitalizations,0.267546386419
86396,Disneyland measles outbreak,immune system,0.261189256564
86401,Disneyland measles outbreak,immunosuppression,0.261189256564
86406,Disneyland measles outbreak,state-level policies,0.819299883115
86408,Disneyland measles outbreak,home-school,0.480898346963
86409,Disneyland measles outbreak,protect the kid next to you,0.267546386419
86413,Disneyland measles outbreak,bad news,0.261189256564
86428,Disneyland measles outbreak,Dutch Bible belt,0.261189256564
86433,Disneyland measles outbreak,whooping cough,0.267546386419
86434,Disneyland measles outbreak,parents,1.17225600698
86435,Disneyland measles outbreak,rubella elimination,0.261189256564
86437,Disneyland measles outbreak,anti-vaccine eugenics community,0.261189256564
86439,Disneyland measles outbreak,vaccine-preventable diseases,0.528735642983
86441,Disneyland measles outbreak,victims,0.261189256564
86454,Disneyland measles outbreak,people,0.352956123865
86455,Disneyland measles outbreak,Dutch reformed churches,0.267546386419
86466,Disneyland measles outbreak,vaccinated children,0.480898346963
86468,Disneyland measles outbreak,religion,0.528735642983
86475,Disneyland measles outbreak,preventable disease,0.261189256564
86476,Disneyland measles outbreak,children with cancer,0.267546386419
86493,Disneyland measles outbreak,childhood mortality,1.08684626953
86494,Disneyland measles outbreak,Eagle Mountain International Church,0.261189256564
86499,Disneyland measles outbreak,outbreaks,0.267546386419
86506,Disneyland measles outbreak,preschoolers,0.352956123865
86518,Disneyland measles outbreak,deaths,0.528735642983
86523,Disneyland measles outbreak,sibling,0.267546386419
86526,Disneyland measles outbreak,right to personal exemptions,0.352956123865
86531,Disneyland measles outbreak,SB 277,0.352956123865
86538,Disneyland measles outbreak,immunity,0.261189256564
86558,Disneyland measles outbreak,Netherlands Reformed Congregation,0.261189256564
86559,Disneyland measles outbreak,immune protection,0.261189256564
86607,religious doctrine,members,0.333808200695
86613,religious doctrine,anti-vaccination,0.333808200695
86684,religious doctrine,personal belief exemption,0.788927814009
86733,religious doctrine,Jehovah's Witnesses,0.333808200695
86740,religious doctrine,vaccines,0.333808200695
86837,religious doctrine,vaccine safety,0.333808200695
86844,religious doctrine,vaccine-preventable diseases,0.333808200695
86860,religious doctrine,Dutch reformed churches,0.333808200695
86864,religious doctrine,vaccination rate,0.333808200695
86878,religious doctrine,Muslim fundamentalists,0.333808200695
86905,religious doctrine,vaccination,0.333808200695
86906,religious doctrine,outbreaks,0.333808200695
86938,religious doctrine,SB 277,0.455119613313
86948,religious doctrine,rubella,0.333808200695
86951,religious doctrine,Governor Jerry Brown,0.455119613313
86962,religious doctrine,Amish,0.333808200695
86995,measles experience,immune memory cells,0.261189256564
87001,measles experience,health officials,0.261189256564
87004,measles experience,research,0.261189256564
87013,measles experience,United States,0.261189256564
87021,measles experience,threat,0.261189256564
87023,measles experience,Prabhupada Village,0.261189256564
87032,measles experience,seizures,0.261189256564
87042,measles experience,Disneyland,0.261189256564
87052,measles experience,eliminated virus,0.261189256564
87053,measles experience,pneumonia,0.261189256564
87082,measles experience,ear infections,0.261189256564
87085,measles experience,childhood disease,0.261189256564
87104,measles experience,World Health Organization,0.261189256564
87138,measles experience,vaccine refusal,0.261189256564
87149,measles experience,herd immunity,0.261189256564
87160,measles experience,models of disease,0.261189256564
87178,measles experience,interventions,0.261189256564
87180,measles experience,California,0.261189256564
87207,measles experience,immune system,0.261189256564
87212,measles experience,immunosuppression,0.261189256564
87217,measles experience,state-level policies,0.261189256564
87224,measles experience,bad news,0.261189256564
87234,measles experience,unvaccinated children,0.261189256564
87240,measles experience,Dutch Bible belt,0.261189256564
87246,measles experience,parents,0.261189256564
87247,measles experience,rubella elimination,0.261189256564
87249,measles experience,anti-vaccine eugenics community,0.261189256564
87251,measles experience,vaccine-preventable diseases,0.261189256564
87253,measles experience,victims,0.261189256564
87280,measles experience,religion,0.261189256564
87288,measles experience,preventable disease,0.261189256564
87306,measles experience,childhood mortality,0.261189256564
87307,measles experience,Eagle Mountain International Church,0.261189256564
87312,measles experience,vaccination,0.261189256564
87332,measles experience,deaths,0.261189256564
87352,measles experience,immunity,0.261189256564
87372,measles experience,Netherlands Reformed Congregation,0.261189256564
87373,measles experience,immune protection,0.261189256564
87426,minority views,anti-vaccination,0.62133493456
87455,minority views,true-believer cohort,0.62133493456
87711,minority views,commitment,0.62133493456
87812,vaccine message,health officials,0.360673760222
87820,vaccine message,parental responsibility,0.360673760222
87835,vaccine message,Washington State public-private pilot program,0.721347520444
87880,vaccine message,policy makers,0.360673760222
87936,vaccine message,meningococcal outbreak,0.841572107185
87959,vaccine message,vaccines,0.841572107185
87960,vaccine message,herd immunity,0.841572107185
87997,vaccine message,families,0.360673760222
88057,vaccine message,parents,0.841572107185
88082,vaccine message,vaccination rate,0.360673760222
88123,vaccine message,vaccination,0.360673760222
88155,vaccine message,SB 277,0.480898346963
88160,vaccine message,driving factors,0.360673760222
88178,vaccine message,Catholic Church,0.721347520444
88526,Muslim leaders,vaccination,1.44269504089
88616,developing countries,opportunistic infections,0.333808200695
88621,developing countries,research,1.77650324158
88635,developing countries,benefits,0.333808200695
88654,developing countries,pneumonia deaths,0.333808200695
88706,developing countries,reduction in child mortality,0.333808200695
88762,developing countries,William Moss,0.333808200695
88764,developing countries,diarrhea deaths,0.333808200695
88835,developing countries,state-level policies,0.558110626551
88864,developing countries,parents,0.891918827247
88922,developing countries,childhood mortality,0.891918827247
88926,developing countries,health benefits,0.333808200695
88928,developing countries,vaccination,0.558110626551
88950,developing countries,sales,0.333808200695
89006,distrust of medical establishment,vaccine-free day care centres,0.254334778144
89018,distrust of medical establishment,parental rights,0.254334778144
89033,distrust of medical establishment,Gardasil,0.254334778144
89042,distrust of medical establishment,Washington State public-private pilot program,0.254334778144
89045,distrust of medical establishment,Dr. Adams,0.254334778144
89051,distrust of medical establishment,legitimate reasons,0.254334778144
89059,distrust of medical establishment,compromise,0.254334778144
89064,distrust of medical establishment,uninformed,0.254334778144
89065,distrust of medical establishment,doctors,0.254334778144
89078,distrust of medical establishment,childcare,0.254334778144
89097,distrust of medical establishment,medical exemption,0.254334778144
89105,distrust of medical establishment,peers,0.254334778144
89109,distrust of medical establishment,personal belief exemption,0.254334778144
89122,distrust of medical establishment,delaying Gardasil,0.254334778144
89145,distrust of medical establishment,worried,0.254334778144
89155,distrust of medical establishment,vaccine refusal,0.254334778144
89165,distrust of medical establishment,vaccines,0.254334778144
89167,distrust of medical establishment,behavioral research,0.975682298589
89181,distrust of medical establishment,vaccine-autism link,0.254334778144
89185,distrust of medical establishment,recommended vaccine schedule,0.254334778144
89187,distrust of medical establishment,cancer,0.254334778144
89190,distrust of medical establishment,community,0.254334778144
89206,distrust of medical establishment,measles,0.254334778144
89229,distrust of medical establishment,Mina study,0.254334778144
89236,distrust of medical establishment,daughters,0.254334778144
89267,distrust of medical establishment,personal belief reasons,0.254334778144
89280,distrust of medical establishment,side effects,0.254334778144
89285,distrust of medical establishment,vaccine delay,0.254334778144
89298,distrust of medical establishment,measles vaccine,0.254334778144
89299,distrust of medical establishment,developmental disability,0.254334778144
89300,distrust of medical establishment,infectious disease,0.254334778144
89331,distrust of medical establishment,religious beliefs,0.254334778144
89344,distrust of medical establishment,vaccine success,0.254334778144
89359,distrust of medical establishment,autism,0.254334778144
89362,distrust of medical establishment,SB 277,0.254334778144
89367,distrust of medical establishment,driving factors,0.254334778144
89368,distrust of medical establishment,sexually active,0.254334778144
89371,distrust of medical establishment,sense of urgency,0.254334778144
89384,distrust of medical establishment,friends,0.254334778144
89387,distrust of medical establishment,scheduled appointment,0.254334778144
89394,distrust of medical establishment,Tdap vaccine,0.254334778144
89422,children with family history of autism,research,0.328458738753
89438,children with family history of autism,anti-vaccination,0.328458738753
89477,children with family history of autism,argument,0.328458738753
89520,children with family history of autism,fear,0.328458738753
89532,children with family history of autism,public health,0.328458738753
89582,children with family history of autism,scientific paper,0.328458738753
89610,children with family history of autism,evidence,0.328458738753
89618,children with family history of autism,exist,0.328458738753
89664,children with family history of autism,parents,0.328458738753
89677,children with family history of autism,JAMA study,0.328458738753
89683,children with family history of autism,children at higher risk for autism,0.328458738753
89749,children with family history of autism,adults,0.328458738753
89819,immune memory cells,health officials,0.261189256564
89822,immune memory cells,research,0.261189256564
89831,immune memory cells,United States,0.261189256564
89839,immune memory cells,threat,0.261189256564
89841,immune memory cells,Prabhupada Village,0.261189256564
89850,immune memory cells,seizures,0.261189256564
89860,immune memory cells,Disneyland,0.261189256564
89870,immune memory cells,eliminated virus,0.261189256564
89871,immune memory cells,pneumonia,0.261189256564
89900,immune memory cells,ear infections,0.261189256564
89903,immune memory cells,childhood disease,0.261189256564
89922,immune memory cells,World Health Organization,0.261189256564
89956,immune memory cells,vaccine refusal,0.261189256564
89967,immune memory cells,herd immunity,0.261189256564
89978,immune memory cells,models of disease,0.261189256564
89996,immune memory cells,interventions,0.261189256564
89998,immune memory cells,California,0.261189256564
90025,immune memory cells,immune system,0.261189256564
90030,immune memory cells,immunosuppression,0.261189256564
90035,immune memory cells,state-level policies,0.261189256564
90042,immune memory cells,bad news,0.261189256564
90052,immune memory cells,unvaccinated children,0.261189256564
90058,immune memory cells,Dutch Bible belt,0.261189256564
90064,immune memory cells,parents,0.261189256564
90065,immune memory cells,rubella elimination,0.261189256564
90067,immune memory cells,anti-vaccine eugenics community,0.261189256564
90069,immune memory cells,vaccine-preventable diseases,0.261189256564
90071,immune memory cells,victims,0.261189256564
90098,immune memory cells,religion,0.261189256564
90106,immune memory cells,preventable disease,0.261189256564
90124,immune memory cells,childhood mortality,0.261189256564
90125,immune memory cells,Eagle Mountain International Church,0.261189256564
90130,immune memory cells,vaccination,0.261189256564
90150,immune memory cells,deaths,0.261189256564
90170,immune memory cells,immunity,0.261189256564
90190,immune memory cells,Netherlands Reformed Congregation,0.261189256564
90191,immune memory cells,immune protection,0.261189256564
90237,democrat,anti-vaccination,0.558110626551
90286,democrat,policy makers,0.558110626551
90350,democrat,strong-arm tactics,0.558110626551
90357,democrat,backfire,0.558110626551
90517,democrat,Americans,0.558110626551
90770,three-dose course,cervical cancer,0.721347520444
90858,three-dose course,high-risk types of HPV,0.721347520444
91000,neurological problems,religious groups,0.258317766807
91003,neurological problems,Hinduism,0.258317766807
91031,neurological problems,immune response,0.258317766807
91043,neurological problems,genital warts,0.258317766807
91065,neurological problems,risk of cervical dysplasia,0.258317766807
91069,neurological problems,written down,0.258317766807
91086,neurological problems,cervical dysplasia,0.258317766807
91108,neurological problems,disease,0.258317766807
91114,neurological problems,Jewish dietary laws,0.258317766807
91129,neurological problems,public health,0.258317766807
91149,neurological problems,medical law,0.258317766807
91156,neurological problems,Jehovah's Witnesses,0.258317766807
91186,neurological problems,saved lives,0.258317766807
91187,neurological problems,community,0.258317766807
91189,neurological problems,church,0.258317766807
91238,neurological problems,risk of fainting,0.258317766807
91260,neurological problems,parents,0.258317766807
91271,neurological problems,minor symptoms,0.258317766807
91280,neurological problems,people,0.258317766807
91302,neurological problems,preventable disease,0.258317766807
91334,neurological problems,funds,0.258317766807
91337,neurological problems,link,0.258317766807
91348,neurological problems,vaccinated individuals,0.258317766807
91349,neurological problems,pig,0.258317766807
91351,neurological problems,health care,0.258317766807
91355,neurological problems,autism,0.258317766807
91358,neurological problems,SB 277,0.258317766807
91365,neurological problems,immunity,0.258317766807
91379,neurological problems,Robert F. Kennedy Jr.,0.258317766807
91423,childcare benefits,United States,0.434294481903
91566,childcare benefits,government policy,0.434294481903
91636,childcare benefits,family tax benefit,0.434294481903
91654,childcare benefits,vaccine safety,0.434294481903
91738,childcare benefits,childcare rebate,0.434294481903
91740,childcare benefits,adults,0.434294481903
91798,worried,vaccine-free day care centres,0.254334778144
91806,worried,parental rights,0.254334778144
91821,worried,Gardasil,0.254334778144
91830,worried,Washington State public-private pilot program,0.254334778144
91833,worried,Dr. Adams,0.254334778144
91839,worried,legitimate reasons,0.254334778144
91847,worried,compromise,0.254334778144
91850,worried,vaccine hesitancy,0.254334778144
91853,worried,uninformed,0.254334778144
91854,worried,doctors,0.254334778144
91867,worried,childcare,0.254334778144
91886,worried,medical exemption,0.254334778144
91894,worried,peers,0.254334778144
91898,worried,personal belief exemption,0.254334778144
91911,worried,delaying Gardasil,0.254334778144
91944,worried,vaccine refusal,0.254334778144
91954,worried,vaccines,0.254334778144
